salary,job_id,bottomSalary,company,time,address,topSalary,job_name
1.5-3万/月,97040833,15.0,嘉才（北京）企业管理咨询有限公司,12-17,北京-海淀区,30.0,Python爬虫工程师
0.8-1万/月,97040299,8.0,上海意赋教育科技有限公司,12-17,上海-杨浦区,10.0,Python后端开发工程师
4.5-6千/月,97039868,4.5,湖南泥巴公社装饰设计工程有限公司,12-17,长沙-岳麓区,6.0,Python web研发工程师
1-1.5万/月,97037597,10.0,上海众言网络科技有限公司,12-17,苏州,15.0,python
1-1.5万/月,96816057,10.0,上海探坤数据科技有限责任公司,12-17,上海-浦东新区,15.0,后端开发工程师（Python）
1.5-2万/月,96697460,15.0,广州融智电子商务有限公司,12-17,广州-白云区,20.0,Python开发工程师
0.8-2万/月,95752678,8.0,广州亿爱贸易有限公司,12-17,广州-番禺区,20.0,Python开发工程师/Python工程师
1-1.5万/月,97033265,10.0,北京创新在线电子产品销售有限公司...,12-17,深圳-福田区,15.0,python程序员
4.5-6千/月,97030009,4.5,北京信达泰和数据技术有限公司,12-17,哈尔滨-松北区,6.0,Python开发工程师
30-40万/年,97021109,25.0,阿斯麦-中国,12-17,深圳-南山区,33.3333333333,C++/Python后台软件开发高级工程师
15-20万/年,97020419,12.5,广州麦仑信息科技有限公司,12-17,广州-天河区,16.6666666667,Python 开发工程师
15-30万/年,97014422,12.5,博动医学影像科技（上海）有限公司,12-17,上海-徐汇区,25.0,Python软件工程师
0.6-1万/月,97001794,6.0,广州佰聆数据股份有限公司,12-17,广州-黄埔区,10.0,Python开发工程师
0.8-1万/月,96999417,8.0,广东中信佳诚教育科技有限公司,12-17,广州-番禺区,10.0,python编程讲师
15-20万/年,96654707,12.5,武汉朱雀闻天科技有限公司,12-17,武汉,16.6666666667,Python开发工程师
1.5-3万/月,96171686,15.0,英属维尔京群岛乐伯市场管理有限公...,12-17,上海-黄浦区,30.0,Python（Django） 开发工程师
1.5-2万/月,96153226,15.0,北京中体骏彩信息技术有限公司,12-17,北京-朝阳区,20.0,Python开发工程师
1.5-2万/月,96106318,15.0,微弄堂（苏州）数字技术有限公司,12-17,苏州-吴江区,20.0,Python高级开发工程师
1.5-2万/月,95127910,15.0,北京棣南新宇科技有限公司,12-17,北京-海淀区,20.0,Python高级开发工程师
1-1.5万/月,93730955,10.0,浪潮通软公司,12-17,深圳,15.0,Python开发工程师
1.5-3万/月,93677712,15.0,深圳市乐易网络股份有限公司,12-17,深圳-南山区,30.0,python开发工程师
1.5-2万/月,93224354,15.0,上海久富投资控股有限公司,12-17,上海-浦东新区,20.0,Python爬虫工程师
1-1.5万/月,89365243,10.0,上海万雍科技股份有限公司,12-17,上海-徐汇区,15.0,python+dns研发工程师
1.5-4万/月,88848296,15.0,上海华瑞银行股份有限公司,12-17,上海-浦东新区,40.0,Python开发工程师
0.5-1万/月,75043734,5.0,深圳市风云实业有限公司,12-17,成都-青羊区,10.0,python开发工程师
1-1.5万/月,74386758,10.0,成都比目鱼文化传媒有限公司,12-17,成都-武侯区,15.0,Python开发工程师
1.5-2万/月,96994581,15.0,深圳市德科信息技术有限公司,12-17,上海-浦东新区,20.0,Python开发工程师
0.8-1万/月,96982088,8.0,高伟达软件股份有限公司,12-17,异地招聘,10.0,Python开发工程师（新网银行）(1308)
1.5-3万/月,96979453,15.0,深圳市新一代信息技术研究院有限公司,12-17,深圳-宝安区,30.0,Python讲师
1.5-2万/月,96976845,15.0,欧迪办公网络技术有限公司,12-17,北京-朝阳区,20.0,Python/Java开发工程师
0.5-1万/月,96973014,5.0,上海飞观信息科技有限公司,12-17,沈阳,10.0,python工程师
4.5-6千/月,96972447,4.5,深圳市佳创科技有限公司,12-17,深圳-福田区,6.0,初级python开发工程师
1.5-2万/月,96969345,15.0,南京睿毅云信息技术有限公司,12-17,南京-玄武区,20.0,Python开发工程师
4.5-6千/月,96967412,4.5,大连东软睿创科技发展有限公司,12-17,大连-高新园区,6.0,Python工程师助理(优秀应届毕业生)
4.5-6千/月,96966780,4.5,深圳前海百川投资管理咨询有限公司,12-17,深圳,6.0,初级python开发工程师
0.8-1万/月,96961499,8.0,西安铭钻信息科技有限公司,12-17,西安-碑林区,10.0,python运维
1-1.5万/月,96864535,10.0,北京华信永杰软件开发有限责任公司,12-17,北京-朝阳区,15.0,Python工程师
0.8-1万/月,96699285,8.0,武汉科思沃斯教育科技有限公司,12-17,武汉,10.0,Python讲师
1-1.5万/月,95725358,10.0,深圳市致远科技有限公司,12-17,深圳,15.0,Odoo/python 工程师
1-1.5万/月,94357844,10.0,上海若雅软件系统有限公司,12-17,上海-浦东新区,15.0,Python 爬虫和数据处理工程师
1.5-2万/月,92462671,15.0,杭州凡闻科技有限公司,12-17,北京-朝阳区,20.0,Python爬虫开发高级工程师
1.5-2万/月,87858770,15.0,广州汇智通信技术有限公司,12-17,广州,20.0,Python开发工程师
0.6-1万/月,83654695,6.0,广东长荣科技有限公司,12-17,广州,10.0,Python开发工程师
1-1.5万/月,78640505,10.0,国和瑞斯（北京）科技有限公司,12-17,北京-海淀区,15.0,python工程师
4.5-6千/月,77033505,4.5,西安图迹信息科技有限公司,12-17,西安-高新技术...,6.0,Python开发
1.5-3万/月,72278079,15.0,上海岂安信息科技有限公司,12-17,上海-徐汇区,30.0,Python研发工程师
6-12万/年,60830602,5.0,广州市云润大数据服务有限公司,12-17,广州-天河区,0.833333333333,Python软件工程师
1-1.2万/月,88406105,10.0,来拍网络科技有限公司,12-17,杭州,12.0,Python开发工程师
4.5-6千/月,96440699,4.5,合肥学码思企业管理合伙企业（有限...,12-17,无锡,6.0,Python程序员/开发助理（双休地铁口）
1-1.5万/月,73474268,10.0,网易集团,12-17,杭州,15.0,运维开发工程师（Python）
1.5-2万/月,90263191,15.0,完美世界（北京）总部/完美时空,12-17,北京-朝阳区,20.0,python工程师
1.5-2万/月,92031837,15.0,平安科技（深圳）有限公司,12-17,深圳-福田区,20.0,Python开发工程师（深圳）
1-1.5万/月,96958141,10.0,达而观信息科技（上海）有限公司,12-17,深圳-龙岗区,15.0,后端工程师（python/java/C++）
0.8-2万/月,96941275,8.0,武汉尺子科技有限公司,12-17,武汉-洪山区,20.0,Python开发工程师
10-15万/年,96939875,8.33333333333,美库尔商务信息咨询有限公司,12-17,南京-浦口区,12.5,Sr. Software Developer (Spark Python SQL)
0.8-2万/月,96932660,8.0,温州市冠盛汽车零部件集团股份有限...,12-17,上海-闵行区,20.0,Python高级开发工程师
1-1.5万/月,96931259,10.0,贝联传媒（武汉）有限公司,12-17,武汉-洪山区,15.0,Python高级开发工程师
4-4.5千/月,96930364,4.0,北京和鸿盈科技术有限公司哈尔滨分...,12-17,哈尔滨,4.5,招聘python开发工程师
1-1.5万/月,96308363,10.0,广州小成信息科技有限公司,12-17,广州-天河区,15.0,python开发工程师
1-1.5万/月,95375321,10.0,深圳市博奥特科技有限公司,12-17,深圳-福田区,15.0,Python开发工程师
0.8-1万/月,59465911,8.0,中国电子科技集团公司第十五研究所...,12-15,北京-海淀区,10.0,python web 开发工程师
1-1.5万/月,84989159,10.0,国广东方网络（北京）有限公司,12-15,北京-海淀区,15.0,python开发工程师
10-15万/年,95371438,8.33333333333,武汉北蚁网络科技有限公司,12-15,武汉-江夏区,12.5,Python高级开发工程师
0.5-1万/月,77055363,5.0,苏州意能通信息技术有限公司,12-15,苏州-工业园区,10.0,Python
1.5-2万/月,96300269,15.0,浪桥科技（杭州）有限公司,12-15,杭州-西湖区,20.0,"服务器软件开发工程师（Ruby，Python, GoLang等方向）"
0.3-1万/月,82328827,3.0,武汉飞脉科技有限责任公司,12-15,武汉,10.0,python研发工程师
1.2-2万/月,93653699,12.0,上海量加网络科技有限公司,12-15,上海-长宁区,20.0,Python开发工程师
1-1.5万/月,89856137,10.0,上海有云信息技术有限公司,12-15,上海,15.0,python研发工程师
1.5-2万/月,96854303,15.0,珞曦（上海）文化传播有限公司,12-15,苏州-工业园区,20.0,Python高级开发工程师 项目Leader
0.6-1万/月,92883281,6.0,福州飘雪网络科技有限公司,12-15,福州,10.0,Python开发工程师
1-1.5万/月,92134729,10.0,杭州西线教育科技有限公司,12-15,杭州-下城区,15.0,Python大数据分析师
1-1.5万/月,93949361,10.0,中金财（北京）金融服务外包有限公司,12-15,上海-徐汇区,15.0,Python开发工程师
1.5-2万/月,96056141,15.0,深圳市易车出行科技有限公司,12-15,深圳-福田区,20.0,高级 Python 工程师
0.8-1万/月,68146363,8.0,上海智和信息技术有限公司,12-15,上海-浦东新区,10.0,python开发工程师
1.5-2万/月,88953601,15.0,深圳市宏智力科技有限公司,12-15,深圳-南山区,20.0,Python高级开发工程师
1.5-3万/月,95097974,15.0,亨得昂信息科技（上海）有限公司,12-15,上海,30.0,Python开发工程师
2-2.5万/月,91500280,20.0,北京悦游信息技术有限公司,12-15,异地招聘,25.0,Python软件研发经理
1.5-2万/月,96592250,15.0,浙江金声网络科技有限公司,12-15,杭州-江干区,20.0,Python高级开发工程师
1-1.5万/月,95082418,10.0,厦门吉信德电子商务有限公司,12-15,厦门,15.0,Python爬虫工程师
1.5-2万/月,95000825,15.0,上海飞田通信股份有限公司,12-15,上海,20.0,Python高级开发工程师（团队负责人）
1-1.5万/月,92287444,10.0,鲜生活冷链物流有限公司,12-15,成都-锦江区,15.0,Python开发工程师
0.8-1万/月,81361155,8.0,北京天融信科技有限公司,12-15,北京,10.0,python工程师
1.5-2万/月,96761681,15.0,江森自控（中国）投资有限公司,12-15,北京,20.0,Python Software Development Engineer
0.8-1万/月,96852113,8.0,宁波优我网络科技有限公司,12-15,宁波,10.0,python 后端工程师
1.5-2万/月,94779938,15.0,北京天广汇通科技有限公司成都分公司,12-15,成都,20.0,Python高级后台工程师
1-1.5万/月,96747020,10.0,深圳市云之梦科技有限公司,12-15,深圳-南山区,15.0,后台开发工程师（C++，Python，go）
1-1.5万/月,76876974,10.0,广州战法牧网络科技有限公司,12-15,广州-天河区,15.0,后端工程师（python）
0.6-1万/月,92205818,6.0,重庆国翰能源发展有限公司,12-15,重庆-渝北区,10.0,Python开发工程师
0.8-1万/月,77974319,8.0,南京柯西莫智能科技有限公司,12-15,南京-栖霞区,10.0,Python开发工程师
2.5-3万/月,94151393,25.0,上海臻战电子科技/Wargaming,12-15,上海-黄浦区,30.0,Python Programmer/Python工程师
3-4.5千/月,95647348,3.0,湖北鹏创环境工程有限责任公司,12-15,武汉-武昌区,4.5,Python开发工程师(应届实习）
0.6-1万/月,71717870,6.0,广州宝巨信息技术有限公司,12-15,广州,10.0,Python开发工程师
1-3.5万/月,92013182,10.0,深圳市共济科技股份有限公司,12-15,深圳-南山区,35.0,Python中高级工程师
0.8-2万/月,80502637,8.0,深圳市观麦网络科技有限公司,12-15,深圳-南山区,20.0,python后台开发工程师
1-1.5万/月,95142326,10.0,苏州新科兰德科技有限公司,12-15,苏州-工业园区,15.0,python开发工程师
1.5-2万/月,87292680,15.0,北京钱方银通科技有限公司,12-15,北京-朝阳区,20.0,Python开发工程师
1.5-2万/月,77245995,15.0,北京国双科技有限公司,12-15,北京,20.0,高级python开发工程师
1.3-2万/月,95048331,13.0,广州御银科技股份有限公司,12-15,广州-天河区,20.0,Python高级研发工程师（孵化器公司）
8-25万/年,96698525,6.66666666667,北大青鸟武汉宏鹏（鲁广南校区）,12-15,武汉-洪山区,1.66666666667,python讲师
1.5-2万/月,94466727,15.0,上海云茧网络科技有限公司,12-15,上海-闵行区,20.0,Python开发工程师
1-1.5万/月,86485092,10.0,塔米公司,12-15,北京-海淀区,15.0,Python工程师
30-40万/年,88967293,25.0,上海容易网电子商务股份有限公司,12-15,上海,33.3333333333,运维开发工程师（Python）
1-1.5万/月,84649338,10.0,杭州海康威视数字技术股份有限公司,12-15,杭州-滨江区,15.0,YF-测试开发工程师(python/Django)-01
1-1.5万/月,94371923,10.0,江苏润和软件股份有限公司,12-15,上海-浦东新区,15.0,python 开发
1.5-3万/月,92885136,15.0,北京富通东方科技有限公司,12-15,北京-朝阳区,30.0,高级python开发工程师
0.8-1万/月,96728561,8.0,长沙麦都网络科技有限公司,12-15,长沙-长沙县,10.0,Python开发工程师
1-1.7万/月,92422589,10.0,华信永益（北京）信息技术有限公司,12-15,上海-浦东新区,17.0,Python开发工程师（爬虫）
1-1.5万/月,88014403,10.0,中腾信金融信息服务（上海）有限公司,12-15,上海-虹口区,15.0,Python自动化测试工程师
1-1.8万/月,92884923,10.0,安骑科技有限公司,12-15,上海-徐汇区,18.0,后台研发（python方向）
1-1.5万/月,93890028,10.0,深圳牵引力教育科技有限公司广州分...,12-15,广州-白云区,15.0,python爬虫工程师
1.8-3万/月,84850028,18.0,广东任玩传媒股份有限公司,12-15,广州-越秀区,30.0,PHP开发组长/python开发
1.5-3万/月,86527763,15.0,杭州飞享数据技术有限公司,12-15,杭州-滨江区,30.0,python 开发工程师
1.5-3万/月,96765769,15.0,上海容大教育培训有限公司,12-15,上海-普陀区,30.0,人工智能讲师（Python）
1-1.5万/月,91963922,10.0,深圳市华创科新科技有限公司,12-15,深圳-南山区,15.0,中级python后端开发
1-1.5万/月,75623943,10.0,上海品酷网络科技有限公司,12-15,上海-徐汇区,15.0,Python开发工程师
1-1.5万/月,95359693,10.0,杭州雅顾科技有限公司,12-15,杭州-西湖区,15.0,中级后端研发工程师(业务团队php/golang/python)
1.5-2万/月,84897675,15.0,红倍心（福建）生物科技有限公司上...,12-15,上海-徐汇区,20.0,python工程师（网络安全）
1-1.5万/月,84327498,10.0,玩蟹科技,12-15,北京-海淀区,15.0,Python开发工程师
1-1.5万/月,96455592,10.0,深圳市千佳庆科技有限公司,12-15,深圳-南山区,15.0,Python数据采集开发工程师
2.5-3万/月,96182363,25.0,北京千锋互联科技有限公司,12-15,异地招聘,30.0,python讲师
1-1.5万/月,55928801,10.0,gameloft智乐软件（北京）有限公司,12-15,北京-海淀区,15.0,python开发工程师
1.5-2万/月,93043007,15.0,上海若灵软件技术有限公司,12-15,上海-浦东新区,20.0,Python工程师
1-1.5万/月,84617318,10.0,长沙辰运软件有限公司,12-15,长沙-岳麓区,15.0,Python工程师
1.5-2万/月,68233359,15.0,上海墨鹍数码科技有限公司,12-15,上海-浦东新区,20.0,测试开发工程师（C++/python）
1.2-2万/月,92770765,12.0,北京蓝沧科技有限公司,12-15,北京-朝阳区,20.0,中级Python开发工程师
1.2-2万/月,96252920,12.0,江苏万和系统工程有限公司,12-15,南京-雨花台区,20.0,Python 讲师
4.5-7千/月,95420155,4.5,广东坤智科技有限公司,12-15,广州-天河区,7.0,Python PyQt开发工程师
1-1.5万/月,96005057,10.0,深圳市有棵树科技有限公司,12-15,深圳-龙岗区,15.0,Python开发工程师
1-1.5万/月,91696880,10.0,第道南京信息技术有限公司,12-15,北京-朝阳区,15.0,python采集工程师
0.8-1万/月,88405243,8.0,杭州盯房科技有限公司,12-15,杭州-拱墅区,10.0,Python开发工程师
0.8-1万/月,96675953,8.0,湖南由创科技有限责任公司,12-15,长沙-岳麓区,10.0,Python开发工程师
10-15万/年,71286266,8.33333333333,武汉旷腾信息技术有限公司,12-15,武汉,12.5,python软件开发工程师
0.8-1万/月,86280123,8.0,赛尔网络有限公司,12-15,北京-海淀区,10.0,Python开发工程师
20-30万/年,71545548,16.6666666667,新思科技（上海）Synopsys,12-15,上海,25.0,"Software Engineer_Python/C,C++/EDA"
1-1.5万/月,96482522,10.0,天津中连信信息科技有限公司南京分...,12-15,南京,15.0,Python开发工程师
1.5-3万/月,84194906,15.0,霍尔果斯旗发信息技术有限公司上海...,12-15,上海-杨浦区,30.0,Python爬虫开发工程师
1-1.5万/月,96395658,10.0,五维引力（上海）数据服务有限公司,12-15,上海-浦东新区,15.0,Python+Java后台工程师
1.5-3万/月,96859540,15.0,浙江诚隆金融信息服务有限公司,12-15,上海,30.0,Python开发工程师
1-1.5万/月,80980390,10.0,苏州用心创造信息科技有限公司,12-15,苏州,15.0,python工程师
2.5-3万/月,96735975,25.0,北京融联世纪信息技术有限公司,12-15,北京,30.0,python研发工程师(000377)
1.5-2万/月,94551105,15.0,上海宝尊电子商务有限公司,12-15,上海,20.0,python开发工程师（爬虫方向）
1-1.5万/月,89716807,10.0,上海南天电脑系统有限公司,12-15,上海,15.0,Python开发工程师
1.5-2万/月,85538413,15.0,翔傲信息科技（上海）有限公司,12-15,上海-普陀区,20.0,高级Python开发工程师（产品开发）
2.5-3万/月,94475962,25.0,杭州奇光网络科技有限公司,12-15,杭州-滨江区,30.0,Python高级开发工程师
1-1.5万/月,93639217,10.0,深圳市炫彩酷游科技有限公司,12-15,深圳-南山区,15.0,Python开发工程师
0.8-1万/月,95927068,8.0,NTT DATA（中国）有限公司,12-15,北京-朝阳区,10.0,Python开发工程师
1.5-2万/月,92595236,15.0,深圳市以沃科技有限公司,12-15,深圳-龙岗区,20.0,双休高级爬虫工程师Java程序员python高级开发工程师
1.5-2万/月,95959405,15.0,上海橙金信息科技有限公司,12-15,上海-浦东新区,20.0,python工程师（爬虫）
1.5-2万/月,84419300,15.0,北京嗨课网络科技有限公司,12-15,北京-海淀区,20.0,Python高级工程师
1.5-3万/月,94096539,15.0,上海勃池信息技术有限公司,12-15,上海-杨浦区,30.0,爬虫工程师(Java/Python)
10-15万/年,92629397,8.33333333333,深圳市优克联新技术有限公司,12-15,深圳,12.5,python开发
0.8-1万/月,93247708,8.0,北京深蓝海域信息科技有限公司,12-15,成都,10.0,Python工程师
0.5-1万/月,95126165,5.0,联车（上海）信息科技有限公司,12-15,上海-浦东新区,10.0,Python Web开发工程师（实习生）
0.6-1万/月,92665096,6.0,昆明步卓科技有限公司,12-15,昆明-五华区,10.0,Python开发工程师
1-1.5万/月,94911838,10.0,天津狮桥国际物流有限公司,12-15,北京-顺义区,15.0,python开发主管(北京)
1-1.5万/月,96030249,10.0,博答企业管理咨询（上海）有限公司,12-15,上海,15.0,Python开发工程师
0.7-1万/月,96523626,7.0,江苏尚秦工程技术有限公司,12-15,南京-江宁区,10.0,Python开发工程师
1-1.5万/月,86080275,10.0,北大医疗信息技术有限公司,12-15,北京-海淀区,15.0,Python开发工程师
1-1.5万/月,96353691,10.0,常州美拓信息技术有限公司,12-15,常州,15.0,Python高级开发工程师
1-1.5万/月,88905601,10.0,上海音达科技实业有限公司,12-15,上海,15.0,Python web(Django)程序员
1-1.5万/月,95249177,10.0,上海信聚信息技术有限公司,12-15,上海-闵行区,15.0,高级后端开发工程师（Ruby/PHP/Python/Node.js)
0.8-1万/月,90430552,8.0,上海任仕达人才服务有限公司,12-15,上海,10.0,(ID60264)汽车电子-嵌入式工具开发C/Perl/Python
0.5-1万/月,86174622,5.0,福州靠谱云科技有限公司,12-15,福州,10.0,Python运维开发工程师
1.5-2万/月,91864116,15.0,上海果雪信息科技有限公司,12-15,上海-闵行区,20.0,Python开发工程师
1.5-2万/月,89796534,15.0,上海锦游网络技术有限公司,12-15,上海,20.0,项目研发经理（python平台）
1.3-2万/月,95047867,13.0,广州御银信息科技有限公司,12-15,广州-天河区,20.0,Python高级研发工程师（孵化器公司）
1.5-3万/月,95984671,15.0,深圳市街角电子商务有限公司,12-15,深圳-南山区,30.0,Python开发工程师
1.5-3万/月,93582853,15.0,上海爱当家数据技术有限公司,12-15,上海-浦东新区,30.0,Python开发工程师
0.5-1万/月,91573334,5.0,厦门不明觉厉网络科技有限公司,12-15,厦门,10.0,Python开发工程师
1.5-2万/月,94176596,15.0,深圳市雁联技术服务有限公司,12-15,上海,20.0,Python开发工程师
0.6-2万/月,92119659,6.0,哈工大机器人集团有限公司,12-15,珠海,20.0,Python开发工程师
0.6-1万/月,87214460,6.0,华信期货股份有限公司,12-15,郑州-郑东新区,10.0,开发工程师（python/数据库方向）
1.5-2万/月,81511766,15.0,杭州墙蛙科技有限公司,12-15,杭州-西湖区,20.0,Python
8-10万/年,94830295,6.66666666667,湖南康通电子股份有限公司,12-15,长沙,0.833333333333,Python开发工程师
0.6-1万/月,96266995,6.0,无锡聚云科技有限公司,12-15,无锡-滨湖区,10.0,Python开发工程师
1-1.5万/月,94379601,10.0,GQY视讯股份有限公司,12-15,上海-黄浦区,15.0,Python开发工程师
1.5-3万/月,94225270,15.0,中创三优（北京）科技有限公司,12-15,北京-海淀区,30.0,Python高级开发工程师
1.3-2万/月,79224894,13.0,有获网络科技（上海）有限公司,12-15,上海-闵行区,20.0,高级python开发工程师
1.5-2万/月,95921886,15.0,深圳市仕达威实业有限公司,12-15,深圳,20.0,python开发工程师
1-1.5万/月,89815644,10.0,上海领旗信息科技有限公司,12-15,上海-浦东新区,15.0,Python 开发工作
0.8-1万/月,91590881,8.0,南京熙泰信息技术有限公司,12-15,南京,10.0,云计算工程师（Python）
0.8-1万/月,73713389,8.0,上海庆科信息技术有限公司,12-15,上海-普陀区,10.0,python开发工程师
1.5-3万/月,95802277,15.0,北京捷通华声科技股份有限公司,12-15,北京,30.0,大数据平台开发工程师（java/python）
1.5-3万/月,84533097,15.0,北京天行汇通信息技术有限公司,12-15,北京,30.0,大数据平台开发工程师（java/python）
1.5-2万/月,89197445,15.0,中软国际科技服务有限公司,12-15,深圳,20.0,Python开发工程师
1.5-2万/月,76899475,15.0,杭州筑龙信息技术股份有限公司,12-15,杭州-滨江区,20.0,Python开发工程师
1-1.5万/月,85805430,10.0,广东深华消防设备工程股份有限公司,12-15,深圳-南山区,15.0,Python开发工程师
1.5-3万/月,88086202,15.0,深圳市零壹移动互联系统有限公司,12-15,深圳-龙华新区,30.0,Python开发工程师
0.8-1万/月,93160509,8.0,北京乡墅科技有限公司,12-15,长沙-岳麓区,10.0,Python开发工程师
1-1.5万/月,85629187,10.0,北京畅行信息技术有限公司,12-15,北京-朝阳区,15.0,Python运维开发工程师
1.5-2万/月,96176906,15.0,善林（上海）金融信息服务有限公司,12-15,上海-浦东新区,20.0,python爬虫高级工程师
0.8-1万/月,90189610,8.0,浙江中之杰智能系统有限公司,12-15,宁波,10.0,Python开发工程师
1-1.5万/月,88895665,10.0,悦岚（上海）数据服务有限公司,12-15,上海-杨浦区,15.0,Python软件工程师（大数据产品开发）
1-1.5万/月,88278267,10.0,大连信雅达软件有限公司,12-15,北京-西城区,15.0,中高级python开发工程师
1.5-2万/月,86200249,15.0,上海旺翔文化传媒股份有限公司,12-15,上海-普陀区,20.0,Python开发工程师
0.8-1万/月,86574225,8.0,中电长城网际系统应用有限公司,12-15,成都-高新区,10.0,Python开发工程师
1-1.5万/月,87083574,10.0,博彦科技股份有限公司,12-15,北京,15.0,Python开发工程师
1.5-2万/月,83120740,15.0,深圳市思迪信息技术股份有限公司,12-15,深圳-南山区,20.0,python开发工程师
1-1.5万/月,95195628,10.0,寻仟信息科技(上海)有限公司,12-15,上海-徐汇区,15.0,Python工程师(数据集成方向)
1-1.5万/月,95922386,10.0,上海市行知进修学院,12-15,上海-虹口区,15.0,Python程序员
0.3-1万/月,90628386,3.0,福州兜乐网络科技有限公司,12-15,福州-仓山区,10.0,Python开发工程师
0.8-1万/月,74393115,8.0,上海网钜信息科技有限公司,12-15,上海-浦东新区,10.0,Python工程师
1-1.5万/月,78265453,10.0,国云科技股份有限公司,12-15,异地招聘,15.0,python开发工程师
1.2-2万/月,90546319,12.0,传智播客教育集团深圳分校,12-15,深圳-宝安区,20.0,Python就业指导专员
1-1.5万/月,89459343,10.0,北京传智播客教育科技有限公司,12-15,北京-昌平区,15.0,python就业指导专员
1.5-2万/月,88420492,15.0,趣送信息技术（上海）有限公司,12-15,上海-闵行区,20.0,高级 Python 工程师
0.6-1万/月,92441128,6.0,数据堂（北京）科技股份有限公司,12-15,北京-海淀区,10.0,Python开发工程师
4.5-8千/月,85147833,4.5,广东致学信息科技有限责任公司,12-15,中山,8.0,Python/PHP开发工程师
0.8-1万/月,95234498,8.0,车装甲网络科技（北京）有限公司,12-15,西安-碑林区,10.0,python开发工程师（web方向）
1.3-2万/月,92424131,13.0,传智播客教育集团武汉分校,12-15,武汉-洪山区,20.0,Python导师
4-9.5千/月,83021403,4.0,贵州东方世纪科技股份有限公司,12-15,贵阳,9.5,Python软件开发工程师
0.8-1万/月,94178388,8.0,西安飞凡网络技术咨询有限公司,12-15,西安,10.0,Python开发工程师
1.5-2万/月,93601441,15.0,广州弘度信息科技有限公司,12-15,广州-越秀区,20.0,Python开发工程师
0.8-1万/月,75582132,8.0,成都赫尔墨斯科技股份有限公司,12-15,成都,10.0,Python工程师
1.5-2万/月,94300830,15.0,广州中国科学院计算机网络信息中心,12-15,广州-南沙区,20.0,高级python开发工程师
1-1.5万/月,75637335,10.0,上海华屹数码科技有限公司,12-15,上海-徐汇区,15.0,python开发工程师
1.5-3万/月,95876720,15.0,航天星图科技（北京）有限公司,12-15,北京-顺义区,30.0,云平台开发工程师（JAVA、Python）
1-1.5万/月,94446148,10.0,广州光点信息科技有限公司,12-15,上海-虹口区,15.0,python工程师
6-12万/年,86280623,5.0,成都明格管理软件有限公司,12-15,成都-青羊区,0.833333333333,软件开发(java jsp odoo python)
1-1.5万/月,96507361,10.0,深圳市合元科技有限公司,12-15,深圳-宝安区,15.0,Python开发工程师
1-1.5万/月,92716820,10.0,联众游戏,12-15,北京,15.0,Python 运维工程师
35-40万/年,94191282,29.1666666667,浙江中通文博服务有限公司杭州分公司,12-15,杭州,33.3333333333,python运维-知名大数据风控公司
1-1.5万/月,68521985,10.0,广东亿迅科技有限公司,12-15,广州,15.0,Python（scrapy）爬虫运营工程师
10-15万/年,81222436,8.33333333333,南京富士通南大软件技术有限公司,12-15,南京,12.5,Python开发工程师
0.6-1万/月,65682385,6.0,北京凯奇谷信息技术股份有限公司,12-15,北京-朝阳区,10.0,手游研发工程师（Python）（初级）
1-1.8万/月,96369958,10.0,广州算易软件科技有限公司,12-15,广州-海珠区,18.0,Python开发工程师
0.7-1万/月,93425499,7.0,京信通信系统（中国）有限公司,12-15,南京-秦淮区,10.0,Python开发工程师
0.8-1万/月,95092497,8.0,沈阳天骐科技有限公司,12-15,沈阳-沈河区,10.0,高级Python开发工程师
0.6-1万/月,86386455,6.0,广州市方越信息科技有限公司,12-15,广州,10.0,Python高级开发工程师
1.5-2万/月,96871965,15.0,北京征晨文化传播有限公司,12-15,北京-朝阳区,20.0,Python后台开发工程师
1-1.5万/月,96859817,10.0,律品汇科技（北京）有限公司,12-15,北京,15.0,Python开发工程师（前期需昆明培训3个月）
1-1.5万/月,96846831,10.0,上海胜日信息科技有限公司,12-15,深圳-南山区,15.0,Python开发工程师
1.5-3万/月,96165325,15.0,生命奇点（北京）科技有限公司,12-15,北京-海淀区,30.0,大数据工程师—python
1-1.5万/月,95590956,10.0,上海微盟企业发展有限公司,12-15,上海-宝山区,15.0,Java/Python开发工程师J10405
1-1.5万/月,95317523,10.0,两鲜商贸（上海）有限公司,12-15,上海,15.0,Python 开发工程师
1.5-3万/月,94517056,15.0,北京奥德塔数据科技有限公司,12-15,北京,30.0,python技术总监
0.8-1万/月,95207288,8.0,江西北软科技系统工程有限公司,12-14,南昌,10.0,python中级开发工程师
1.5-2万/月,95232319,15.0,昆山炫生活信息技术有限公司,12-14,昆山,20.0,高级python开发工程师
1-1.5万/月,89712024,10.0,广州市伟宏计算机科技有限公司,12-14,广州-天河区,15.0,Python开发工程师
1-2.5万/月,66711095,10.0,深圳淘乐网络科技有限公司,12-14,深圳-南山区,25.0,游戏客户端开发工程师（c++/python）
0.5-1万/月,88112944,5.0,深圳市中企工联保家电服务有限公司,12-14,深圳-龙岗区,10.0,python工程师
1-2.5万/月,79124210,10.0,深圳市你我金融信息服务股份有限公司,12-14,深圳-南山区,25.0,Python开发工程师
0.8-1万/月,96474915,8.0,上海玖道信息科技股份有限公司,12-14,广州-越秀区,10.0,Python开发工程师
