salary,job_id,bottomSalary,company,time,address,topSalary,job_name
2-2.5万/月,96743786,20.0,北京华孚万家科技有限公司,12-16,北京-朝阳区,25.0,高级Java工程师
1-1.5万/月,96914090,10.0,上海商米科技有限公司,12-16,上海,15.0,软件测试工程师（互联网产品运营部）
2-2.5万/月,96912044,20.0,诺亚（上海）财富管理中心,12-16,上海-杨浦区,25.0,测试高级工程师
1.5-2万/月,96911142,15.0,深圳市日益网互联网金融服务有限公司,12-16,深圳-福田区,20.0,技术经理
0.8-1万/月,96910472,8.0,银科控股（Yintech） 金焕实业,12-16,上海-青浦区,10.0,数据分析师
4.5-9千/月,96909482,4.5,杭州星球部落信息服务有限公司,12-16,杭州-西湖区,9.0,测试工程师
0.8-1万/月,96908184,8.0,北京亿信华辰软件有限责任公司,12-16,北京-海淀区,10.0,大数据工程师
2-2.5万/月,96906035,20.0,丰趣海淘,12-16,上海-普陀区,25.0,大数据开发工程师
10-15万/年,96902724,8.33333333333,广州晶威玻璃有限公司,12-16,广州-荔湾区,12.5,系统运维工程师
1.5-2万/月,96902715,15.0,上海英拿信息技术有限公司,12-16,上海-长宁区,20.0,Java后端开发
1-1.5万/月,96896166,10.0,上海一通世界投资管理有限公司,12-16,上海-青浦区,15.0,测试工程师
1.5-3万/月,96895185,15.0,上海抱元网络科技有限公司,12-16,上海-徐汇区,30.0,Java高级开发工程师
20-30万/年,96892603,16.6666666667,上海惠普有限公司,12-16,上海-浦东新区,25.0,自动化软件测试工程师(UFT)
2.5-3万/月,96892341,25.0,上海均直资产管理有限公司,12-16,上海-浦东新区,30.0,量化交易系统高级研发工程师
1-1.5万/月,96884320,10.0,中国科学院上海生命科学研究院,12-16,上海-徐汇区,15.0,生物数据分析工程师/高级工程师
1.5-3万/月,96883794,15.0,深圳市番趣互动娱乐有限公司,12-16,深圳-南山区,30.0,运维工程师
0.8-1万/月,96882650,8.0,上海科匠信息科技有限公司,12-16,上海-宝山区,10.0,运维工程师
0.8-1万/月,96882154,8.0,成都帮企智能科技有限公司,12-16,成都-高新区,10.0,软件开发工程师
0.8-1万/月,96799702,8.0,方正国际软件（北京）有限公司,12-16,北京,10.0,大数据算法工程师（2018届）J11592
1-1.5万/月,96737310,10.0,广州市睿善信息科技开发有限公司,12-16,广州-番禺区,15.0,后端开发工程师
1-1.5万/月,96691040,10.0,端云信息技术（上海）有限公司,12-16,上海-浦东新区,15.0,资深软件测试工程师-证券行业
1-1.5万/月,96068819,10.0,深圳市梓辰科技有限公司,12-17,深圳-南山区,15.0,高级测试工程师（性能测试）
1.5-2万/月,96045276,15.0,深圳前海全盈科技有限公司,12-16,深圳-福田区,20.0,算法工程师
0.8-1万/月,95767424,8.0,世贸通科技电子商务（深圳）有限公司,12-16,深圳-福田区,10.0,数据分析主管
1.5-2万/月,95601912,15.0,深圳爱问科技股份有限公司,12-16,深圳-南山区,20.0,运维主管
1.5-2万/月,95200943,15.0,MBP软件集团（MBP Software Group）,12-16,上海-浦东新区,20.0,运维实施工程师
1-1.5万/月,94923123,10.0,南京三合树文化传媒有限公司,12-16,南京-玄武区,15.0,Web前端招聘
1.5-2万/月,94860953,15.0,禾昂信息科技（上海）有限公司,12-16,上海-静安区,20.0,运维工程师
1-1.5万/月,94767806,10.0,上海舜中信息技术有限公司,12-16,上海-浦东新区,15.0,软件工程师
0.5-1万/月,94443922,5.0,中冶赛迪重庆信息技术有限公司,12-16,重庆,10.0,初/中级测试工程师
1.5-2万/月,93888600,15.0,海麟拓邦乐群（深圳）科技有限公司,12-16,深圳,20.0,系统开发工程师
10-30万/年,93422909,8.33333333333,悠桦林信息科技（上海）有限公司,12-16,上海-徐汇区,25.0,数据工程师
0.6-1万/月,92773394,6.0,同兴万点（北京）网络技术有限公司,12-16,北京-朝阳区,10.0,CDN运维工程师
2-3.5万/月,91702930,20.0,梨视频,12-16,上海-静安区,35.0,高级算法工程师
4.5-6千/月,90819124,4.5,TCL集团工业研究院,12-16,深圳,6.0,人工智能及大数据研究方向实习生
1-1.5万/月,90614355,10.0,上海凯延计算机科技发展有限公司,12-16,上海-嘉定区,15.0,软件测试工程师
3-4.5千/月,90141299,3.0,西安三好软件技术股份有限公司,12-16,西安-碑林区,4.5,软件测试
1.5-2万/月,89277143,15.0,北京诚盛投资管理有限公司,12-16,北京-朝阳区,20.0,量化研究员
1-1.5万/月,87531240,10.0,鼎程（上海）金融信息服务有限公司,12-16,上海,15.0,数据分析师
0.5-1万/月,86546511,5.0,北京瑞尼尔技术有限公司,12-16,北京-海淀区,10.0,大数据分析与应用岗
2.5-4万/月,86106345,25.0,杭州拓云计算机信息系统有限公司,12-16,杭州,40.0,数据挖掘工程师（项目经理）
1-1.5万/月,86085554,10.0,北京贝瑞和康生物技术有限公司,12-16,北京-昌平区,15.0,生物信息工程师
1-1.5万/月,85285997,10.0,上海欣兆阳信息科技有限公司,12-16,上海-徐汇区,15.0,自动化测试工程师
1-1.5万/月,85131987,10.0,杭州数慧科技有限公司,12-16,杭州-滨江区,15.0,高级Web前端开发工程师
0.8-1万/月,81243585,8.0,深圳市汉亿科技有限公司,12-16,深圳-南山区,10.0,自动化测试
0.8-2万/月,74564721,8.0,浙江科澜信息技术有限公司,12-16,杭州-西湖区,20.0,JS前端开发工程师
0.8-1万/月,63940339,8.0,时代际客（深圳）软件有限公司,12-16,深圳-福田区,10.0,高级运维工程师
10-20万/年,96020337,8.33333333333,陕西虎居信息科技有限公司,12-16,西安-浐灞生态区,16.6666666667,高级运维工程师
1-1.5万/月,81323953,10.0,上海新增鼎数据科技有限公司,12-16,上海-浦东新区,15.0,数据分析工程师
1.5-2万/月,93768773,15.0,太平洋房屋（中国总部）,12-15,上海-徐汇区,20.0,测试工程师
0.4-1万/月,93775513,4.0,深圳哥斯拉网络传媒科技有限公司,12-15,深圳,10.0,运维工程师
1.5-2万/月,91526566,15.0,杭州中测检测技术有限公司,12-15,杭州-滨江区,20.0,人工智能工程师合伙人
4.5-6千/月,96443946,4.5,成都新德良科技有限公司,12-15,成都,6.0,web前端开发工程师
0.8-1万/月,86424536,8.0,福建细活信息科技有限公司,12-15,福州-台江区,10.0,web后端开发工程师
1-1.5万/月,95693695,10.0,云雀科技成都有限责任公司,12-15,成都-武侯区,15.0,软件测试工程师
1-1.5万/月,69016710,10.0,上海移通网络有限公司,12-15,上海,15.0,高级系统工程师
10-15万/年,96522781,8.33333333333,广州乐牛软件科技有限公司,12-15,广州-天河区,12.5,服务端开发工程师（java、php等转erlang）
1-1.5万/月,95992072,10.0,中国电子科技集团公司第二十八研究所,12-15,南京-秦淮区,15.0,算法工程师
2-3.5万/月,95769962,20.0,武汉低温宝信息有限公司,12-15,深圳-南山区,35.0,技术负责人/高级java开发工程师
3-4.5千/月,94792972,3.0,广州迈霆智能科技有限公司,12-15,大连-沙河口区,4.5,Web前端开发工程师
4.5-6千/月,96861401,4.5,济南市联大鲁建培训学校,12-15,济南,6.0,课程顾问
20-40万/年,95469494,16.6666666667,深圳登岛网络科技有限公司,12-15,深圳,33.3333333333,测试工程师
1-1.8万/月,89871005,10.0,快捷通支付服务有限公司,12-15,杭州-江干区,18.0,运维开发工程师
4.5-6千/月,94886219,4.5,生迪智慧科技有限公司,12-15,上海-徐汇区,6.0,实习生
1.5-2万/月,94187595,15.0,进化时代科技（北京）有限责任公司,12-15,北京-海淀区,20.0,后端PHP高级工程师
0.5-1万/月,91444681,5.0,宝宝巴士（福建）网络科技有限公司,12-15,福州,10.0,数据分析师
1-1.5万/月,96151388,10.0,深圳市科创达科技有限公司,12-15,成都-高新区,15.0,Wifi 路由器　linux开发工程师
15-35万/年,95962826,12.5,杭州香橙网络科技有限公司,12-15,杭州-西湖区,29.1666666667,数据分析师
1.5-2万/月,94862821,15.0,国鼎文化科技产业发展股份有限公司,12-15,杭州-西湖区,20.0,高级运维工程师
1.5-2万/月,94633235,15.0,上海证大喜马拉雅网络科技有限公司,12-15,上海-浦东新区,20.0,用户和流量获取专家
0.8-1万/月,85527687,8.0,成都浩游网络科技有限责任公司,12-15,成都-高新区,10.0,技术美术
1-1.5万/月,80653824,10.0,上海事成软件股份有限公司,12-15,上海,15.0,运维工程师
1-1.5万/月,92084704,10.0,宁波九道网络科技有限公司,12-15,宁波-鄞州区,15.0,c#服务端高级开发工程师
1-1.5万/月,92622410,10.0,深圳市咖沃科技有限公司,12-15,深圳-宝安区,15.0,运维工程师
1.8-3万/月,94351147,18.0,精锐教育,12-15,上海-普陀区,30.0,RTC-算法高级工程师
1-1.5万/月,95401726,10.0,湖南海翼电子商务股份有限公司,12-15,长沙-岳麓区,15.0,测试经理
0.8-1万/月,93108571,8.0,上海争游网络科技有限公司广州分公司,12-15,广州-天河区,10.0,PHP后端开发
4.5-6千/月,67692771,4.5,广州超神影业有限公司,12-15,广州-天河区,6.0,MAYA特效师
1.5-2万/月,96855768,15.0,达达-京东到家,12-15,北京-大兴区,20.0,硬件测试工程师
1-1.5万/月,94987640,10.0,上海创言信息科技有限公司,12-15,上海-静安区,15.0,服务器自动化测试工程师
0.7-1万/月,94197341,7.0,武汉噢易云计算股份有限公司,12-15,武汉,10.0,研发工程师（后端）
1-1.8万/月,96413542,10.0,杭州融都科技股份有限公司,12-15,杭州,18.0,运维工程师
1-1.5万/月,96815343,10.0,北京雅林士博建筑工程有限公司,12-15,北京-石景山区,15.0,算法工程师
1.2-2万/月,93127869,12.0,上海简米网络科技有限公司,12-15,上海-浦东新区,20.0,中高级测试工程师
2.5-3万/月,96625252,25.0,美菜网,12-15,北京,30.0,高级大数据平台工程师
1.5-2万/月,76825053,15.0,深圳市微智云科技有限公司,12-15,深圳-南山区,20.0,后端开发工程师
2.5-3万/月,94008332,25.0,北京亿奢汇科技有限公司,12-15,北京-朝阳区,30.0,研发经理
1-1.5万/月,91093401,10.0,广州长隆集团有限公司,12-15,广州-番禺区,15.0,大数据工程师
1.5-2万/月,86446963,15.0,浙江中新力合控股有限公司,12-15,杭州,20.0,信息安全工程师
1.5-2万/月,85012263,15.0,杭州鑫合汇互联网金融服务有限公司,12-15,杭州-拱墅区,20.0,信息安全工程师
1-2.5万/月,90345651,10.0,浙江宜葆生物科技有限公司,12-15,苏州-工业园区,25.0,Web 开发经理
1-1.5万/月,94681814,10.0,上海牙木通讯技术有限公司,12-15,上海-徐汇区,15.0,售后工程师
0.8-1万/月,95601172,8.0,深圳市立尔讯科技有限公司,12-15,深圳-龙华新区,10.0,Linux软件开发工程师（年薪10万以上）
1-1.5万/月,86378377,10.0,全家FamilyMart便利店--上海福满家...,12-15,上海-闵行区,15.0,大数据分析师
3-3.5万/月,94005647,30.0,灿福信息科技,12-15,上海-长宁区,35.0,用户研究分析
0.8-1万/月,95770254,8.0,上海安蔻教育科技有限公司,12-15,上海-静安区,10.0,软件测试工程师
2.5-3万/月,92043881,25.0,上海微创软件股份有限公司深圳分公司,12-15,深圳-南山区,30.0,Cloud Application Developer (full stack engineer)
1-1.5万/月,85977353,10.0,广州睿本信息科技有限公司,12-15,广州-番禺区,15.0,高级数据库管理员（DBA）
0.6-1万/月,92238948,6.0,上海犀牛互动网络科技有限公司,12-15,上海-普陀区,10.0,运维工程师
8-10万/年,90434107,6.66666666667,深圳市蓝凌软件股份有限公司,12-15,成都-青羊区,0.833333333333,web前端开发工程师
1.5-2万/月,96620525,15.0,i-Shanghai,12-15,上海-徐汇区,20.0,高级ETL开发工程师
15-25万/年,95272229,12.5,上海用友政务软件有限公司,12-15,上海,20.8333333333,开发工程师
0.8-1万/月,96844621,8.0,南京善跑体育科技有限公司,12-15,南京,10.0,数据库开发工程师
36-40万/年,96571152,30.0,北京宜通科技有限公司,12-15,北京-朝阳区,33.3333333333,GO开发工程师
2-2.5万/月,92628816,20.0,盛大游戏,12-15,上海-浦东新区,25.0,SDK开发工程师-23804001
1-1.8万/月,94010797,10.0,北京北大软件工程股份有限公司,12-15,北京-海淀区,18.0,测试工程师
1.5-2万/月,92662068,15.0,上海韬源信息技术有限公司,12-15,上海-浦东新区,20.0,资深大数据开发工程师
1-1.5万/月,91665997,10.0,广东宜通世纪科技股份有限公司,12-15,广州-天河区,15.0,高级网优技术支持工程师
1.5-2万/月,94024222,15.0,中移（杭州）信息技术有限公司,12-15,杭州-西湖区,20.0,CDN运维开发工程师(000672)
1-1.5万/月,94591472,10.0,南京小安信息科技有限公司,12-15,南京-玄武区,15.0,网络爬虫工程师
2-2.5万/月,96125387,20.0,上海普坤信息科技有限公司,12-15,北京-海淀区,25.0,web后端开发（中国电信云公司）
1.5-2万/月,92419305,15.0,北京珠穆朗玛移动通信有限公司深圳...,12-15,深圳-罗湖区,20.0,Java高级开发工程师
1.5-2万/月,96548624,15.0,薪得付信息技术(上海)有限公司,12-15,深圳-南山区,20.0,System Field Engineer
2.5-3万/月,94062609,25.0,深圳前海微众银行股份有限公司,12-15,深圳,30.0,ZQC-数据挖掘工程师
1-1.5万/月,77475570,10.0,中国教育图书进出口有限公司,12-15,北京,15.0,网站开发工程师
1-1.1万/月,94986603,10.0,航天信息股份有限公司云南分公司,12-15,昆明,11.0,信息中心IT运维岗（系统管理员）
2-2.5万/月,92957856,20.0,深圳市固特安科技有限公司,12-15,深圳-南山区,25.0,图形识别高级工程师
1-1.5万/月,69225444,10.0,上海思存科技有限公司,12-15,北京-海淀区,15.0,嵌入式开发高级工程师(无线路由器)
1.5-2万/月,93636551,15.0,上海天正信息科技有限公司,12-15,上海,20.0,自动化运维主管
1-1.5万/月,84398548,10.0,厦门创元邦达软件科技有限公司,12-15,厦门,15.0,大数据研究员
15-25万/年,94975768,12.5,深圳市今日投资数据科技有限公司,12-15,深圳,20.8333333333,机器学习工程师
1.5-2万/月,94685307,15.0,银雁（总部）金融服务有限公司,12-15,深圳,20.0,数据挖掘经理
1-1.5万/月,95872905,10.0,深圳市前海博纳斯科技有限公司,12-15,深圳-南山区,15.0,服务器运维工程师
1-1.5万/月,93127618,10.0,海天下网络科技有限公司,12-15,上海-普陀区,15.0,运维工程师
0.8-1万/月,90977522,8.0,上海鸠申文化传播股份有限公司,12-15,上海-徐汇区,10.0,电商运营专员
2.2-3万/月,90538720,22.0,无线生活（杭州）信息科技有限公司,12-15,杭州,30.0,linux内核开发专家
0.6-1万/月,93137872,6.0,房天下（北京）,12-15,北京-丰台区,10.0,分析师/高级分析师（大数据分析方向）
30-40万/年,86284604,25.0,深圳市赛格导航科技股份有限公司,12-15,深圳-龙岗区,33.3333333333,图像算法工程师
1-1.5万/月,96464071,10.0,国海证券股份有限公司,12-15,南宁,15.0,Web前端研发工程师
6-12万/月,81808899,60.0,国海良时期货有限公司,12-15,杭州,10.0,量化研究员
1-1.5万/月,96691664,10.0,成都阿哇龙科技有限公司,12-15,成都-高新区,15.0,游戏运维工程师
1.5-3万/月,67494886,15.0,开始吧,12-15,杭州-余杭区,30.0,资深JAVA开发工程师
1.5-2万/月,86539844,15.0,钱多多,12-15,上海,20.0,高级运维工程师
1-1.5万/月,87605329,10.0,南京芯传汇电子科技有限公司,12-15,南京,15.0,高级软件测试工程师
1-1.5万/月,96561799,10.0,深圳天地宽视信息科技有限公司上海...,12-15,上海-浦东新区,15.0,网络安全开发工程师
1.2-2万/月,94744885,12.0,广州合立正通信息科技有限公司,12-15,广州-番禺区,20.0,性能测试工程师
1-1.5万/月,79991183,10.0,易批生鲜信息发展股份有限公司,12-15,上海-普陀区,15.0,运维工程师
4.5-6千/月,96603635,4.5,上海乐盎机器人科技有限公司,12-15,上海-嘉定区,6.0,数据库工程师
0.6-1万/月,90169026,6.0,浙江草媒信息技术有限公司,12-15,杭州,10.0,数据分析师
1-1.5万/月,92943140,10.0,北京思睿网信科技有限公司,12-15,北京-朝阳区,15.0,大数据开发工程师
0.8-1万/月,93180172,8.0,苏州盖雅信息技术有限公司,12-15,苏州,10.0,运筹优化算法工程师/专家
0.8-1万/月,95294606,8.0,顺德造,12-15,佛山,10.0,PHP开发工程师
1.5-2万/月,94525281,15.0,上海阅面网络科技有限公司,12-15,上海-静安区,20.0,Linux C/C++软件开发工程师
1-1.5万/月,95205854,10.0,普迪飞半导体技术（上海）有限公司,12-15,武汉-洪山区,15.0,YMS 现场应用工程师
8-10万/年,78224488,6.66666666667,四川迈科创智科技有限公司,12-15,成都-高新区,0.833333333333,运维工程师
0.8-1万/月,95404418,8.0,上海归心谷创客空间管理有限公司,12-15,上海-杨浦区,10.0,大数据讲师
2-2.5万/月,89989176,20.0,国联未来资产管理有限公司,12-15,上海-浦东新区,25.0,运维经理
1.5-2千/月,90257588,1.5,法雷奥市光（中国）车灯有限公司,12-15,武汉,2.0,研发实习生
1.5-2万/月,96320445,15.0,国建集团股份有限公司,12-15,天津-和平区,20.0,人工智能机器学习工程师
1.5-2万/月,96221652,15.0,通维数码科技（上海）有限公司,12-15,上海,20.0,音视频软件工程师
2-3.5万/月,90824848,20.0,上海香蕉计划文化发展有限公司,12-15,上海-静安区,35.0,C++服务端主程（游戏）
0.8-1万/月,94716190,8.0,中投视讯文化传媒（上海）有限公司,12-15,上海-浦东新区,10.0,服务器运维工程师
2-2.5万/月,90292554,20.0,欧普照明股份有限公司,12-15,上海-闵行区,25.0,大数据研发工程师
20-30万/年,96069591,16.6666666667,前海未来豪金融服务（深圳）有限公司,12-15,深圳-南山区,25.0,数据分析师
1.5-2万/月,87037181,15.0,武汉恩福克智能科技有限公司,12-15,武汉-洪山区,20.0,算法工程师
1.3-2万/月,94047060,13.0,上海乐赚互联网金融信息服务有限公司,12-15,上海-浦东新区,20.0,应用运维工程师
1.5-2万/月,96841837,15.0,上海柠萌影视传媒有限公司,12-15,异地招聘,20.0,动画技术支持-TD
0.8-1万/月,92918840,8.0,宁波匀视网络技术股份有限公司,12-15,宁波,10.0,高级测试工程师
20-30万/年,91162703,16.6666666667,广州合摩计算机科技有限公司,12-15,广州-天河区,25.0,文本挖掘算法工程师
0.8-1万/月,92294457,8.0,深圳市劲草人才信息咨询服务有限公司,12-15,深圳-南山区,10.0,C/C++软件开发工程师
10-15万/年,95132606,8.33333333333,博尔诚（中国）,12-15,北京-大兴区,12.5,生物信息工程师
0.8-2万/月,96759114,8.0,深圳逆海信息技术有限公司广州分公司,12-15,广州-天河区,20.0,游戏运维工程师
1.2-2万/月,92020241,12.0,北京中科紫鑫科技有限责任公司,12-15,北京-大兴区,20.0,生物信息工程师
1-1.5万/月,96022907,10.0,北京来科先创科技有限公司,12-15,北京-海淀区,15.0,软件工程师
0.8-1万/月,94787708,8.0,北京中电易达科技有限公司,12-15,北京-东城区,10.0,测试工程师
1-2.5万/月,96262786,10.0,上海陶迦金融信息服务有限公司,12-15,上海-浦东新区,25.0,反欺诈策略分析
2-2.5万/月,95304536,20.0,交通银行信用卡中心,12-15,上海,25.0,大数据开发经理
0.7-1万/月,93389752,7.0,厦门安捷致善医学数据科技有限公司,12-15,厦门,10.0,高级生物信息分析工程师
1-1.5万/月,90987426,10.0,福建新意科技有限公司,12-15,上海-浦东新区,15.0,数据工程师
15-20万/年,96403237,12.5,广东三维家信息科技有限公司,12-15,广州,16.6666666667,中级基础运维工程师
0.7-1万/月,96692394,7.0,重庆麦芽传媒有限公司,12-15,重庆-渝北区,10.0,Javascript开发工程师
1.5-3万/月,95797608,15.0,深圳进化动力数码科技有限公司,12-15,深圳-宝安区,30.0,计算机视觉研究员
2-2.5万/月,95026115,20.0,深圳银露电子科技有限公司,12-15,深圳-南山区,25.0,图形识别高级工程师
3-4.5千/月,96618512,3.0,北京金飞腾文化发展有限公司,12-15,合肥-蜀山区,4.5,计算机编辑
1-1.5万/月,95294840,10.0,苏州罗盘网络科技有限公司,12-15,苏州-工业园区,15.0,软件开发工程师
4.5-6千/月,96573060,4.5,广州市联杰知识产权代理有限公司,12-15,广州-白云区,6.0,数据收集师
0.8-1万/月,86936277,8.0,中理科技有限公司,12-15,武汉-洪山区,10.0,Unity 3D
10-15万/年,87547388,8.33333333333,深圳市致远优学教育科技有限公司,12-15,深圳,12.5,自动化测试工程师
3-4.5千/月,96866655,3.0,谷山企业管理咨询（天津）有限公司,12-15,天津-西青区,4.5,测试员
1-1.5万/月,85034370,10.0,上海邮乐网络技术有限公司,12-15,上海-浦东新区,15.0,运维工程师
4-7.5千/月,96101372,4.0,福建力和万讯信息技术有限公司,12-15,福州,7.5,运维工程师
0.6-1万/月,96870942,6.0,山东摩西网络科技有限公司,12-15,烟台,10.0,大数据高级开发工程师
20-30万/年,96870826,16.6666666667,长沙阡寻信息科技有限公司,12-15,长沙-岳麓区,25.0,技术架构师
1.5-2万/月,96869055,15.0,上海佳锐信息科技股份有限公司,12-15,上海-杨浦区,20.0,hadoop开发工程师
1-1.7万/月,96867686,10.0,上海西信信息科技股份有限公司,12-15,成都-高新区,17.0,中高级前端工程师
1.1-2万/月,96553585,11.0,深圳旺凌科技有限公司,12-15,上海-徐汇区,20.0,FAE现场应用工程师
0.8-2万/月,96241831,8.0,安擎（天津）计算机有限公司,12-15,南京,20.0,Linux开发工程师
0.6-1万/月,93960985,6.0,武汉港迪智能技术有限公司,12-15,武汉-洪山区,10.0,研发工程师
1.5-2万/月,91393782,15.0,西安优音通信有限公司,12-15,西安-未央区,20.0,Linux运维副总监（18-25K）
4.5-6千/月,76995181,4.5,上海恒为云驰信息技术有限公司,12-15,武汉-洪山区,6.0,C++软件开发工程师
0.8-1万/月,94487534,8.0,紫光云数科技有限公司,12-15,郑州-郑东新区,10.0,测试工程师
2.5-3万/月,92937902,25.0,北京挖玖电子商务有限公司,12-15,北京-东城区,30.0,数据产品经理
0.6-1万/月,94955331,6.0,广州杰赛科技股份有限公司,12-15,广州,10.0,服务器端工程师
1.5-2万/月,85028026,15.0,上海科箭软件科技有限公司,12-15,西安-雁塔区,20.0,云平台高级运维工程师
0.5-1万/月,92059604,5.0,西安计免网络科技有限公司,12-15,西安-未央区,10.0,React Native 移动开发工程师
0.8-1万/月,84774465,8.0,北京世纪鼎点软件有限公司,12-15,北京,10.0,Web前端
1.5-2万/月,87423028,15.0,上海馨途网络科技有限责任公司,12-15,上海-徐汇区,20.0,高级系统工程师
1.5-2万/月,91810777,15.0,上海物景智能科技有限公司,12-15,上海,20.0,软件开发经理
2.5-4万/月,92976438,25.0,深圳市虎瑞科技有限公司,12-15,深圳-南山区,40.0,大数据技术经理
2-2.5万/月,84592831,20.0,天弘电子（上海）有限公司 Celest...,12-15,上海-浦东新区,25.0,Senior BSP Engineer
1.5-2万/月,95340278,15.0,浙江远传信息技术股份有限公司,12-15,杭州-滨江区,20.0,资深NLP自然语言处理算法工程师
1.5-2万/月,93457989,15.0,畅游公司,12-15,上海-杨浦区,20.0,C#服务器端程序(005985)
6.5-9千/月,96856831,6.5,上海大陆期货有限公司,12-15,上海-徐汇区,9.0,金融工程师（期权方向）
40-50万/年,96679010,33.3333333333,逸游信息科技（上海）有限公司,12-15,异地招聘,41.6666666667,人工智能算法专家
1-1.5万/月,96184876,10.0,深圳市汇通合力科技股份有限公司,12-15,深圳,15.0,运维开发工程师
1.5-2万/月,96489703,15.0,环球网校,12-15,北京-海淀区,20.0,高级运维工程师
1-1.5万/月,91890822,10.0,上海优雅广告有限公司,12-15,上海-闵行区,15.0,数据分析师
0.5-1万/月,95594809,5.0,上海天昊生物科技有限公司,12-15,上海-浦东新区,10.0,(生物信息部）生物信息研发员——上海天昊生物
30-40万/年,91399233,25.0,上海远铸智能技术有限公司,12-15,上海-浦东新区,33.3333333333,资深嵌入式软件工程师
1-1.5万/月,91663506,10.0,新世电子（常熟）有限公司,12-15,常熟,15.0,资讯运维主管（太普）
1.5-3万/月,95613976,15.0,深圳市传奇金融服务有限公司,12-15,深圳,30.0,风险数据分析师
0.8-1万/月,87364644,8.0,山东动量影视技术有限公司,12-15,济南-高新区,10.0,CG绑定师
1-1.5万/月,96552909,10.0,嗨课堂总部,12-15,上海-闵行区,15.0,软件测试工程师
3-4.5千/月,92929619,3.0,杭州博淘网络科技有限公司,12-15,杭州,4.5,软件测试工程师
1.5-2万/月,92247758,15.0,深圳数位传媒科技有限公司,12-15,深圳-南山区,20.0,数据产品经理
0.6-1万/月,94341149,6.0,天府星空集团,12-15,成都,10.0,前端工程师/高级前端开发工程师/web前端开发工程师
1.5-2万/月,84935605,15.0,深圳嘉石大岩资本管理有限公司,12-15,深圳-福田区,20.0,软件系统工程师
2-2.5万/月,96777056,20.0,上海主林金融信息服务股份有限公司,12-15,上海-长宁区,25.0,DBA
1.5-2万/月,91639404,15.0,广州聚房宝网络科技股份有限公司,12-15,广州,20.0,大数据产品总监
0.8-1万/月,75559256,8.0,杭州圣加中物联网技术有限公司,12-15,杭州-萧山区,10.0,软件工程师助理
0.8-1万/月,90301521,8.0,上海有树网络科技有限公司,12-15,上海-虹口区,10.0,Html5 /互动设计师/技术/web前端程序员
0.8-1万/月,82697056,8.0,上海帕利电子有限公司,12-15,成都,10.0,自动测试工程师
1-1.5万/月,89924801,10.0,书香门地（上海）美学家居股份有限...,12-15,上海-青浦区,15.0,BI工程师
1-1.5万/月,89605944,10.0,上海客营通信息技术有限公司,12-15,上海-普陀区,15.0,数据挖掘工程师
1-1.5万/月,91698727,10.0,珠海高凌信息科技股份有限公司,12-15,郑州-金水区,15.0,大数据开发工程师
13-19万/年,96035713,10.8333333333,深圳民航凯亚有限公司,12-15,深圳-南山区,15.8333333333,研发运维工程师
2-2.5万/月,84572020,20.0,上海游戏多网络科技股份有限公司,12-15,上海,25.0,高级PHP工程师
1.5-2万/月,96561564,15.0,浙江广安科贸有限公司,12-15,杭州,20.0,物联网云平台中级工程师
0.8-1万/月,95710467,8.0,币林网络科技（上海）有限公司,12-15,上海-浦东新区,10.0,运维工程师
1.5-3万/月,89466102,15.0,清能艾科（深圳）能源技术有限公司,12-15,深圳-南山区,30.0,数据挖掘工程师
0.8-1万/月,92019534,8.0,常州华达科捷光电仪器有限公司,12-15,常州-钟楼区,10.0,视觉识别设计
0.8-1万/月,73169428,8.0,湖南高阳通联信息技术有限公司,12-15,长沙-开福区,10.0,运维主管
0.8-1万/月,93912474,8.0,上海易宝软件有限公司杭州分公司,12-15,杭州-滨江区,10.0,配置管理工程师
1.5-2万/月,82437953,15.0,江西顶易科技发展有限公司,12-15,南昌,20.0,ElasticSearch开发工程师（年薪20万）
2.5-6万/月,92174409,25.0,慧与软件（济宁）人才产业基地管理...,12-15,北京-朝阳区,60.0,大数据研究员
1.5-2万/月,96704459,15.0,丹尼尔惠灵顿贸易（深圳）有限公司,12-15,深圳-南山区,20.0,DevOps Engineer/DevOps工程师
1.5-2万/月,96727747,15.0,北京宇信智臻信息技术有限公司,12-15,北京-朝阳区,20.0,Splunk高级技术支持工程师
1.5-2万/月,94171871,15.0,苏州瑞鹏信息技术有限公司,12-15,苏州-工业园区,20.0,数据分析师
2.5-3万/月,96491531,25.0,深圳市丰巢科技有限公司,12-15,深圳,30.0,自动化运维高级工程师
14-24万/年,92835245,11.6666666667,平湖波汇通信科技有限公司,12-15,上海-浦东新区,20.0,C/C++ 软件工程师
1-1.5万/月,93428176,10.0,易酒批电子商务有限公司,12-15,武汉-洪山区,15.0,C++高级开发工程师
4.5-6千/月,94668245,4.5,广州拓势投资管理有限公司,12-15,广州-增城,6.0,Jave工程师
1-2.2万/月,96254593,10.0,广州智干电子商务科技有限公司,12-15,广州-海珠区,22.0,hadoop开发工程师
0.5-1万/月,84603068,5.0,杭州罗万信息科技有限公司,12-15,杭州-西湖区,10.0,测试员
0.6-1万/月,91162210,6.0,重庆天量电子科技有限公司,12-15,重庆-渝北区,10.0,算法工程师
0.5-1万/月,94446394,5.0,深圳前海第一网络科技有限公司,12-15,深圳-龙华新区,10.0,软件测试工程师
