company,create_time,job_city,job_id,job_name,key_word,salary,salary_avg,salary_max,salary_min
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,96713872,固件工程师,硬件,0.6-1万/月,13.0,10.0,6.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,93314541,销售助理,硬件,4-7千/月,9.0,7.0,4.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,93165280,应用工程师,硬件,0.5-1万/月,12.5,10.0,5.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,91852255,维修专员,硬件,4.5-5.5千/月,7.75,5.5,4.5
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,91827697,焊接工程师,硬件,4.5-6千/月,8.25,6.0,4.5
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,91819354,开发助理,硬件,2.5-4千/月,5.25,4.0,2.5
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,90573495,windows软件开发,硬件,3-4.5千/月,6.0,4.5,3.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,90571605,单片机软件工程师,硬件,3-4.5千/月,6.0,4.5,3.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,89188646,算法工程师,硬件,20-30万/年,33.33,25.0,16.666666666666668
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,89186815,数字IC设计工程师,硬件,0.6-1.5万/月,18.0,15.0,6.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,88714502,Linux驱动工程师,硬件,6-8千/月,11.0,8.0,6.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,88713300,嵌入式应用开发工程师,硬件,6-8千/月,11.0,8.0,6.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,88673603,FPGA工程师,硬件,0.6-1.5万/月,18.0,15.0,6.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,88563034,电子工程师,硬件,4.5-6千/月,8.25,6.0,4.5
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,88562918,电子应用工程师,硬件,4.5-6千/月,8.25,6.0,4.5
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,88453167,技术助理,硬件,4-6千/月,8.0,6.0,4.0
东莞市爱协生智能科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,88443875,集成电路版图设计师,硬件,0.5-1.2万/月,14.5,12.0,5.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,96129579,嵌入式软件工程师,硬件,0.8-1万/月,14.0,10.0,8.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,80689831,IT运维工程师,硬件,6-8千/月,11.0,8.0,6.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,80309476,IT系统安全管理员,硬件,1-1.5万/月,20.0,15.0,10.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,80309273,IT数据中心管理员,硬件,1-1.5万/月,20.0,15.0,10.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,86310617,射频RF工程师,硬件,1-1.5万/月,20.0,15.0,10.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,83803279,电子测试工程师,硬件,4.5-6千/月,8.25,6.0,4.5
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,83732183,HelpDesk-桌面运维,硬件,6-8千/月,11.0,8.0,6.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,83475293,网络工程师,硬件,0.8-1万/月,14.0,10.0,8.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,77879486,SI测试工程师,硬件,0.8-1万/月,14.0,10.0,8.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,77879189,嵌入式软件开发,硬件,0.8-1万/月,14.0,10.0,8.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞,95252599,SI工程师,硬件,0.7-1.2万/月,15.5,12.0,7.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,异地招聘,82287190,运维工程师（HelpDesk）,硬件,0.6-1万/月,13.0,10.0,6.0
东莞市骅宝汽车销售服务有限公司,2018-05-04 00:00:00,东莞,90228980,水电工,硬件,3-4.5千/月,6.0,4.5,3.0
东莞泰克威科技有限公司,2018-05-04 00:00:00,东莞-桥头镇,91980453,成本控制工程师,硬件,0.8-1万/月,14.0,10.0,8.0
东莞泰克威科技有限公司,2018-05-04 00:00:00,东莞,61951456,结构工程师,硬件,0.8-1.5万/月,19.0,15.0,8.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-万江区,100452645,采购,硬件,6-8千/月,11.0,8.0,6.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-万江区,100452381,采购经理,硬件,2-2.5万/月,35.0,25.0,20.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-万江区,100445227,采购,硬件,6-8千/月,11.0,8.0,6.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-万江区,100332988,业务代表,硬件,0.8-1万/月,14.0,10.0,8.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-南城区,99566926,会计,硬件,3-4.5千/月,6.0,4.5,3.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-南城区,99163169,急，急，急招销售代表,硬件,4.5-6千/月,8.25,6.0,4.5
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-南城区,99162871,急，急，急招销售代表,硬件,4.5-6千/月,8.25,6.0,4.5
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-南城区,97677038,天猫京东运营,硬件,4-8千/月,10.0,8.0,4.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-南城区,84736506,急，急，急招ERP实施顾问,硬件,4-8千/月,10.0,8.0,4.0
东莞市立象条码制品有限公司,2018-05-04 00:00:00,东莞-南城区,84735904,(急招)C#高级开发工程师（东莞）,硬件,0.6-1.5万/月,18.0,15.0,6.0
广东大普通信技术有限公司,2018-05-04 00:00:00,东莞,100183859,.net高级软件开发工程师,硬件,1.5-2万/月,27.5,20.0,15.0
广东大普通信技术有限公司,2018-05-04 00:00:00,东莞,96297442,器件工程师,硬件,4.5-6千/月,8.25,6.0,4.5
广东大普通信技术有限公司,2018-05-04 00:00:00,东莞,92839287,嵌入式软件工程师（物联网事业部）,硬件,0.8-1.2万/月,16.0,12.0,8.0
珠海市佳讯实业有限公司,2018-05-04 00:00:00,异地招聘,98236553,软件开发工程师,硬件,0.8-1.2万/月,16.0,12.0,8.0
广东森美网络信息有限公司,2018-05-04 00:00:00,东莞,62545932,维护技术人员,硬件,3-4.5千/月,6.0,4.5,3.0
广东森美网络信息有限公司,2018-05-04 00:00:00,东莞-莞城区,62914921,初级技术维护学徒,硬件,2.8-3.2千/月,4.6,3.2,2.8
北京宏达隆和科技有限公司,2018-05-04 00:00:00,东莞-东城区,89443554,资料员,硬件,3-6千/月,7.5,6.0,3.0
东莞市韬越电子科技有限公司,2018-05-04 00:00:00,东莞-长安镇,98646231,电子工程师,硬件,1-1.5万/月,20.0,15.0,10.0
汇钜电科（东莞）实业有限公司,2018-05-04 00:00:00,东莞,100931717,财务文员,硬件,3-4.5千/月,6.0,4.5,3.0
汇钜电科（东莞）实业有限公司,2018-05-04 00:00:00,东莞,97914404,外贸跟单员,硬件,4.5-6千/月,8.25,6.0,4.5
汇钜电科（东莞）实业有限公司,2018-05-04 00:00:00,东莞,97914357,外贸经理,硬件,4.5-6千/月,8.25,6.0,4.5
东莞世联地产顾问有限公司,2018-05-04 00:00:00,东莞,91561374,销售潜力新人（东城君荟庭）,硬件,1-1.5万/月,20.0,15.0,10.0
东莞世联地产顾问有限公司,2018-05-04 00:00:00,东莞,90284304,销售潜力新人,硬件,2-3千/月,4.0,3.0,2.0
东莞世联地产顾问有限公司,2018-05-04 00:00:00,东莞,90284286,招商精英（松山湖综合体）,硬件,2-3千/月,4.0,3.0,2.0
立讯精密工业股份有限公司,2018-05-04 00:00:00,东莞-清溪镇,98066894,SAP Basis,硬件,1-1.5万/月,20.0,15.0,10.0
东莞世联地产顾问有限公司,2018-05-04 00:00:00,东莞,90284263,销售精英（松山湖世纪ICC综合体）,硬件,2-3千/月,4.0,3.0,2.0
东莞联成网络科技有限公司,2018-05-04 00:00:00,东莞-高埗镇,65139406,实习网络管理员,硬件,2-3千/月,4.0,3.0,2.0
广东微云科技股份有限公司,2018-05-04 00:00:00,东莞-松山湖区,100032240,财务经理,硬件,20-30万/年,33.33,25.0,16.666666666666668
美吉姆国际儿童教育中心（东莞分公...,2018-05-04 00:00:00,东莞-南城区,94117943,英语老师(早教亲子）,C,6-8千/月,11.0,8.0,6.0
上海朴维自控科技有限公司,2018-05-04 00:00:00,东莞,99071218,销售主管,C,0.8-1万/月,14.0,10.0,8.0
东莞市鸿阁丰信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,99972773,CocosCreator游戏开发工程师,C,0.8-1万/月,14.0,10.0,8.0
维布络安舍（广东）日用品有限公司,2018-05-04 00:00:00,东莞,93769427,程序员,C,0.6-1万/月,13.0,10.0,6.0
东莞市深山老林企业管理咨询有限公司,2018-05-04 00:00:00,东莞-松山湖区,98268121,视觉算法工程师,C,2-3.5万/月,45.0,35.0,20.0
东莞合发包装制品有限公司,2018-05-04 00:00:00,东莞,88101543,质检副主管,C,3-4.5千/月,6.0,4.5,3.0
东莞市金源药业有限公司,2018-05-04 00:00:00,东莞-寮步镇,96204648,司机,C,3-4.5千/月,6.0,4.5,3.0
五谷磨房食品集团有限公司,2018-05-04 00:00:00,东莞,90316058,片区主管（东莞）,C,6-8千/月,11.0,8.0,6.0
大连新翔教育咨询有限公司,2018-05-04 00:00:00,异地招聘,92212196,德国护理 年收20万左右,C,1.5-2万/月,27.5,20.0,15.0
南京信奇健康科技有限公司,2018-05-04 00:00:00,异地招聘,99158854,千元启动新零售金牌合伙人,C,1-1.5万/月,20.0,15.0,10.0
广东德尔智慧工厂科技有限公司,2018-05-04 00:00:00,东莞-东城区,95611637,DG-机械工程师,C,7-9千/月,12.5,9.0,7.0
东莞市鸿宇服饰有限公司,2018-05-04 00:00:00,东莞-虎门镇,101516994,产品开发工程师,C,4.5-6千/月,8.25,6.0,4.5
东莞市鹏龙永奥汽车销售服务有限公司,2018-05-04 00:00:00,东莞,86891083,保险理赔,C,6-8千/月,11.0,8.0,6.0
东莞市好理想软件有限公司,2018-05-04 00:00:00,东莞-常平镇,89641911,ERP实施顾问/项目经理,C,0.8-1万/月,14.0,10.0,8.0
东莞贯新幼童用品有限公司,2018-05-04 00:00:00,东莞-清溪镇,101445584,SAP开发工程师,C,0.9-1.2万/月,16.5,12.0,9.0
东莞栢能电子科技有限公司,2018-05-04 00:00:00,东莞,86907133,PE工程师,C,6-8千/月,11.0,8.0,6.0
东莞捷盛电子有限公司,2018-05-04 00:00:00,东莞,93265570,IT.NET工程师,C,1.2-1.5万/月,21.0,15.0,12.0
东莞市万丰达工艺制品有限公司,2018-05-04 00:00:00,东莞-寮步镇,101342352,管理培训生,C,4.5-6千/月,8.25,6.0,4.5
深圳市中辉智景科技有限公司,2018-05-04 00:00:00,东莞-南城区,101194646,业务员,C,0.3-1万/月,11.5,10.0,3.0
昆山新创力电子设备有限公司,2018-05-04 00:00:00,东莞,100390431,软件工程师,C,1-2万/月,25.0,20.0,10.0
太阳电线（东莞）有限公司,2018-05-04 00:00:00,东莞-南城区,74717362,销售代表,C,3.5-5千/月,6.75,5.0,3.5
东莞市东邮贸易有限公司,2018-05-04 00:00:00,东莞,90053643,跨境电商运营经理,C,1-1.5万/月,20.0,15.0,10.0
上海多城信息技术有限公司,2018-05-04 00:00:00,东莞,93403448,品牌电脑（东莞）城市经理,C,4.5-6千/月,8.25,6.0,4.5
深圳市行芝达电子有限公司,2018-05-04 00:00:00,东莞,91795634,机器视觉应用工程师（接受应届生）,C,5-7千/月,9.5,7.0,5.0
广东迈客风信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,99634426,运营专员,C,3.5-5千/月,6.75,5.0,3.5
广东国方医药科技有限公司,2018-05-04 00:00:00,东莞,97493880,采购主管,C,4.5-6千/月,8.25,6.0,4.5
联泰集团,2018-05-04 00:00:00,东莞,99551648,WEB 前端开发工程师,C,6-8千/月,11.0,8.0,6.0
斯平玛斯特(东莞)玩具有限公司,2018-05-04 00:00:00,东莞,99071937,Temp Logistics Coordinator 临时物流协调员,C,4.5-6千/月,8.25,6.0,4.5
小黄狗环保科技有限公司,2018-05-04 00:00:00,东莞,98430649,技术服务工程师,C,30-50万/年,54.17,41.66666666666667,25.0
深圳前海联动云汽车租赁有限公司,2018-05-04 00:00:00,东莞-长安镇,101535141,拓展主管,C,6-8千/月,11.0,8.0,6.0
东莞市拓锐实业有限公司,2018-05-04 00:00:00,东莞,84302148,亚马逊电商运营经理,C,0.8-1万/月,14.0,10.0,8.0
东莞市金凤凰第五家具有限公司,2018-05-04 00:00:00,东莞-清溪镇,101313075,固装生管,C,6-8千/月,11.0,8.0,6.0
东莞友华汽车配件有限公司,2018-05-04 00:00:00,东莞-寮步镇,91856867,一线作业员,C,3-4.5千/月,6.0,4.5,3.0
东莞市新锐广告装饰工程有限公司,2018-05-04 00:00:00,东莞-东城区,99048954,高级技术员,C,4-5千/月,7.0,5.0,4.0
东莞市愉景物业管理有限公司,2018-05-04 00:00:00,东莞,99994498,安装造价预算师,C,1-1.5万/月,20.0,15.0,10.0
东莞科曼利智控有限公司,2018-05-04 00:00:00,东莞-万江区,86066129,嵌入式软件开发工程师,C,0.6-1.5万/月,18.0,15.0,6.0
广州麦光信息科技有限公司,2018-05-04 00:00:00,东莞-石碣镇,100394546,急招普工7000包食宿,C,6-8千/月,11.0,8.0,6.0
东莞长安品质电子制造厂,2018-05-04 00:00:00,东莞,77075621,制造工程（ME）工程师,C,4.5-6千/月,8.25,6.0,4.5
东莞市天舜能源科技有限公司,2018-05-04 00:00:00,东莞-南城区,98374118,销售主管（诚聘）,C,0.8-1.2万/月,16.0,12.0,8.0
东莞市粤联驾驶员培训有限公司,2018-05-04 00:00:00,东莞,97770706,营销主管,C,4-6千/月,8.0,6.0,4.0
广东酷配电子商务有限公司,2018-05-04 00:00:00,东莞,100742748,合作方带车司机,C,4.5-6千/月,8.25,6.0,4.5
广东理文造纸有限公司,2018-05-04 00:00:00,东莞,88430843,系统开发,C,6-8千/月,11.0,8.0,6.0
东莞市新杰电工机械有限公司,2018-05-04 00:00:00,东莞,99301896,NET软件工程师,C,0.6-1.5万/月,18.0,15.0,6.0
上海义达国际物流有限公司,2018-05-04 00:00:00,东莞,98298020,销售代表,C,0.4-1万/月,12.0,10.0,4.0
紫芯集成电路系统（上海）有限公司,2018-05-04 00:00:00,东莞-松山湖区,101493028,嵌入式软件工程师,C,0.8-1.5万/月,19.0,15.0,8.0
东莞英诺华自动化科技有限公司,2018-05-04 00:00:00,东莞,73427961,算法工程师(东莞分公司),C,1.5-2万/月,27.5,20.0,15.0
东莞长城开发科技有限公司,2018-05-04 00:00:00,东莞,96494138,bms测试工程师,C,0.7-1万/月,13.5,10.0,7.0
东莞富崴电子有限公司,2018-05-04 00:00:00,东莞,99203453,軟件工程師,C,5-6千/月,8.5,6.0,5.0
国云科技股份有限公司,2018-05-04 00:00:00,东莞,92073370,大数据架构师,C,20-30万/年,33.33,25.0,16.666666666666668
广东菁童教育科技有限公司,2018-05-04 00:00:00,东莞,100269262,拓展经理,C,4.5-6千/月,8.25,6.0,4.5
杭州蓝石检测技术服务有限公司,2018-05-03 00:00:00,东莞-常平镇,97199873,ASP.NET高级开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
Vibram China 广州市巍跋然胶业有...,2018-05-03 00:00:00,异地招聘,97221076,Developer 开发专员,C#,8-15万/年,15.83,12.5,6.666666666666667
武汉汉迪机器人科技有限公司,2018-05-03 00:00:00,东莞,100062056,激光导航算法工程师,C#,1.5-2万/月,27.5,20.0,15.0
东莞某知名企业,2018-05-03 00:00:00,东莞,61083050,司机,C#,3-4.5千/月,6.0,4.5,3.0
东莞市蜀七公餐饮管理有限公司,2018-05-03 00:00:00,异地招聘,100780875,广州萝岗万达服务员,C#,3-4.5千/月,6.0,4.5,3.0
广州益力多乳品有限公司,2018-05-03 00:00:00,东莞,54003353,区域助理,C#,4.5-6千/月,8.25,6.0,4.5
东莞市欧仕环保科技有限公司,2018-05-03 00:00:00,东莞-南城区,92111578,货运司机,C#,3.5-5千/月,6.75,5.0,3.5
东莞市广聚投资咨询服务有限公司,2018-05-03 00:00:00,东莞-南城区,73692251,总裁助理/总经理助理,C#,3-4.5千/月,6.0,4.5,3.0
优野（广东）智能科技有限公司,2018-05-03 00:00:00,东莞,94433657,.NET开发工程师,C#,0.6-1.2万/月,15.0,12.0,6.0
东莞市中泰精创精密科技有限公司,2018-05-03 00:00:00,东莞,95876810,国内业务员,C#,6-8千/月,11.0,8.0,6.0
NPC株式会社,2018-05-03 00:00:00,异地招聘,96354499,IT工程师技术员Java，PHP，.NET,C#,1.2-5万/月,56.0,50.0,12.0
东莞中科华宝环保科技投资有限公司,2018-05-03 00:00:00,东莞-南城区,97308477,方案制作专员,C#,4.5-6千/月,8.25,6.0,4.5
广东坚基实业集团有限公司,2018-05-03 00:00:00,异地招聘,77115077,高级策划师,C#,0.8-1万/月,14.0,10.0,8.0
上海维宏电子科技股份有限公司,2018-05-03 00:00:00,异地招聘,100271916,技术支持工程师（深圳东莞）,C#,6-8千/月,11.0,8.0,6.0
香港永典时尚用品有限公司东莞代表处,2018-05-03 00:00:00,东莞,49794014,泳衣内衣设计师,C#,3-4.5千/月,6.0,4.5,3.0
东莞稳控智能技术有限公司,2018-05-03 00:00:00,东莞-松山湖区,97141341,嵌入式软件工程师,C#,0.8-1.5万/月,19.0,15.0,8.0
东莞市广源集团有限公司,2018-05-03 00:00:00,东莞-南城区,87526760,报建专员,C#,4.5-6千/月,8.25,6.0,4.5
东莞健达照明有限公司,2018-05-03 00:00:00,东莞,77964226,电子高级工程师（智能家居类）,C#,1-1.5万/月,20.0,15.0,10.0
广东银禧科技股份有限公司,2018-05-03 00:00:00,东莞,85634044,路面材料大客户经理,C#,15-20万/年,22.92,16.666666666666668,12.5
东莞明信电子有限公司,2018-05-03 00:00:00,东莞-东坑镇,81229890,Linux软件工程师,C#,0.7-1万/月,13.5,10.0,7.0
深圳市朗科智能电气股份有限公司,2018-05-03 00:00:00,异地招聘,81706474,电子类工程师,C#,3-4.5千/月,6.0,4.5,3.0
东莞市维峰五金电子有限公司,2018-05-03 00:00:00,东莞,99374009,QE工程师,C#,6-8千/月,11.0,8.0,6.0
湖南京能新能源科技有限公司,2018-05-03 00:00:00,东莞-松山湖区,100558212,嵌入式软件工程师,C#,1-1.5万/月,20.0,15.0,10.0
东莞市雅信贸易有限公司,2018-05-03 00:00:00,东莞,75763143,司机,C#,3-4.5千/月,6.0,4.5,3.0
东莞市海昌实业有限公司,2018-05-02 00:00:00,东莞,101208347,报批专员/项目经理,C#,0.8-1.5万/月,19.0,15.0,8.0
汕头市健生塑胶制品有限公司深圳分...,2018-05-02 00:00:00,异地招聘,98668057,ERP軟件開發員,C#,6-8千/月,11.0,8.0,6.0
东莞技嘉电子有限公司,2018-05-02 00:00:00,东莞-黄江镇,55941476,程序员,C#,3-4.9千/月,6.4,4.9,3.0
广东傲城建设工程有限公司,2018-05-02 00:00:00,东莞-东城区,99036807,业务跟单员,C#,3-4.5千/月,6.0,4.5,3.0
广东微云科技股份有限公司,2018-05-04 00:00:00,东莞-松山湖区,100031278,销售经理 东莞,硬件,20-30万/年,33.33,25.0,16.666666666666668
学大教育集团东莞分公司,2018-05-02 00:00:00,东莞,97735002,行政专员,C#,2-4千/月,5.0,4.0,2.0
东莞市机器人产业协会,2018-05-02 00:00:00,东莞-松山湖区,101665305,会员服务部副部长,C#,4.5-6千/月,8.25,6.0,4.5
广东微云科技股份有限公司,2018-05-04 00:00:00,东莞-松山湖区,96577942,JAVA工程师（东莞、北京）,硬件,1-2万/月,25.0,20.0,10.0
佛捷歌尼贸易（上海）有限公司东莞...,2018-05-02 00:00:00,东莞,81061798,销售代表-Sales representative 东莞,C#,0.8-1万/月,14.0,10.0,8.0
广东微云科技股份有限公司,2018-05-04 00:00:00,东莞-松山湖区,96577633,测试工程师,硬件,0.8-1.6万/月,20.0,16.0,8.0
广东微云科技股份有限公司,2018-05-04 00:00:00,东莞-松山湖区,96577377,C++工程师,硬件,1-2万/月,25.0,20.0,10.0
广州市清风易信息科技有限公司,2018-05-02 00:00:00,异地招聘,95971123,飞行学员,C#,20-30万/年,33.33,25.0,16.666666666666668
东莞珂洛赫慕电子材料科技有限公司,2018-05-02 00:00:00,东莞,75124189,电子工程师/技术员,C#,6-8千/月,11.0,8.0,6.0
广东微云科技股份有限公司,2018-05-04 00:00:00,东莞-松山湖区,96575771,前台文员,硬件,3-4.5千/月,6.0,4.5,3.0
东莞市东胜汽车服务有限公司,2018-05-02 00:00:00,东莞-长安镇,80137914,前台SA,C#,0.8-1万/月,14.0,10.0,8.0
广东微云科技股份有限公司,2018-05-04 00:00:00,异地招聘,96550803,售前工程师（广州、东莞、深圳）,硬件,1-1.5万/月,20.0,15.0,10.0
东莞溢华之星汽车销售服务有限公司,2018-05-02 00:00:00,东莞-长安镇,101051153,服务顾问/汽车美容服务顾问,C#,0.6-1万/月,13.0,10.0,6.0
东莞塔菲尔新能源科技有限公司,2018-05-04 00:00:00,东莞,96198247,电子电气经理,硬件,1.5-2万/月,27.5,20.0,15.0
东莞新溢眼镜制造有限公司,2018-05-02 00:00:00,东莞-长安镇,53731856,程序员,C#,0.5-1万/月,12.5,10.0,5.0
东莞塔菲尔新能源科技有限公司,2018-05-04 00:00:00,东莞,96196514,BMS软件工程师,硬件,1.2-1.8万/月,24.0,18.0,12.0
广东视腾电子科技有限公司,2018-05-02 00:00:00,东莞-道滘镇,85986604,京东.天猫美工,C#,6-8千/月,11.0,8.0,6.0
广东立升科技有限公司,2018-05-04 00:00:00,东莞,86291919,技术维护工程师,硬件,4.5-6千/月,8.25,6.0,4.5
东莞市竣俐信息科技有限公司,2018-05-02 00:00:00,东莞-大朗镇,93231206,系统架构师,C#,0.8-1.5万/月,19.0,15.0,8.0
东莞铭普光磁股份有限公司,2018-05-04 00:00:00,东莞-石排镇,76045458,光模块研发工程师,硬件,0.8-2万/月,24.0,20.0,8.0
东莞南城慈铭门诊部,2018-05-02 00:00:00,东莞,94910763,销售精英（松山湖）,C#,4.5-6千/月,8.25,6.0,4.5
东莞盛翔精密金属有限公司,2018-05-04 00:00:00,东莞-黄江镇,99465651,DQE主管,硬件,0.9-1.2万/月,16.5,12.0,9.0
尊玛实业（东莞）有限公司,2018-05-02 00:00:00,东莞-万江区,89006956,网络销售客服,C#,3-4.5千/月,6.0,4.5,3.0
东莞盛翔精密金属有限公司,2018-05-04 00:00:00,东莞,82429622,PQE(品质工程师),硬件,6-8千/月,11.0,8.0,6.0
杭州中港科技有限公司,2018-05-02 00:00:00,东莞-莞城区,100811572,数通工程师,C#,0.5-1万/月,12.5,10.0,5.0
优利德科技（中国）有限公司,2018-05-04 00:00:00,东莞,101598818,软件工程师(通信类产品),硬件,1-1.5万/月,20.0,15.0,10.0
EuroScene Business Solutions GmbH,2018-05-02 00:00:00,异地招聘,98179050,高薪急聘化学测试、物理力学、安规测试工程师,C#,4.5-6千/月,8.25,6.0,4.5
优利德科技（中国）有限公司,2018-05-04 00:00:00,东莞,101598667,软件工程师(电气测量),硬件,1-1.5万/月,20.0,15.0,10.0
东莞市优超精密技术有限公司,2018-05-02 00:00:00,东莞,97245044,电子开发实习生,C#,4.5-6千/月,8.25,6.0,4.5
优利德科技（中国）有限公司,2018-05-04 00:00:00,东莞,101581992,软件工程师(电气测量),硬件,1-1.5万/月,20.0,15.0,10.0
美国力特集团,2018-05-02 00:00:00,东莞,91552458,Sr. Design Engineer,C#,1.5-2万/月,27.5,20.0,15.0
优利德科技（中国）有限公司,2018-05-04 00:00:00,东莞,98191020,电子工程师(测电笔),硬件,1-1.5万/月,20.0,15.0,10.0
富实特实业（东莞）有限公司,2018-05-02 00:00:00,东莞-东城区,97220000,小货车司机,C#,3-4.5千/月,6.0,4.5,3.0
优利德科技（中国）有限公司,2018-05-04 00:00:00,东莞,74208963,软件设计工程师(环境类),硬件,1-1.5万/月,20.0,15.0,10.0
东莞市爱玛数控科技有限公司,2018-05-02 00:00:00,东莞-南城区,85226850,研发工程师,C#,3-4.5千/月,6.0,4.5,3.0
东莞盛翔精密金属有限公司,2018-05-04 00:00:00,东莞-黄江镇,92339888,测量工程师,硬件,6-8千/月,11.0,8.0,6.0
东莞市宏源皮革有限公司,2018-05-02 00:00:00,东莞-厚街镇,99619021,业务助理,C#,3-4.5千/月,6.0,4.5,3.0
东莞盛翔精密金属有限公司,2018-05-04 00:00:00,东莞,86246913,品质工程师(CQE),硬件,6.9-8.5千/月,11.95,8.5,6.9
东莞市一恒药业有限公司,2018-05-02 00:00:00,东莞,99270163,司机,C#,3-4.5千/月,6.0,4.5,3.0
东莞盛翔精密金属有限公司,2018-05-04 00:00:00,东莞-黄江镇,99464822,QC经理,硬件,1-1.5万/月,20.0,15.0,10.0
上海铼钠克数控科技股份有限公司,2018-05-02 00:00:00,东莞,90215263,CNC编程数控加工(广东）,C#,0.6-1.5万/月,18.0,15.0,6.0
东莞市依讯诺电子科技有限公司,2018-05-02 00:00:00,东莞-樟木头镇,67142798,急聘电子工程师（按摩器相关）,C#,1-1.5万/月,20.0,15.0,10.0
深圳索信达数据技术股份有限公司,2018-05-04 00:00:00,东莞,95360113,IT客服专员/技术支持,硬件,4.5-6千/月,8.25,6.0,4.5
广东正业科技股份有限公司,2018-05-04 00:00:00,东莞,78334416,电子工程师,硬件,0.8-1.3万/月,17.0,13.0,8.0
深圳市科佰艺智能科技有限公司,2018-05-04 00:00:00,东莞-虎门镇,99631893,电子工程师,硬件,0.5-1万/月,12.5,10.0,5.0
深圳市科佰艺智能科技有限公司,2018-05-04 00:00:00,东莞-虎门镇,97338762,外贸业务员（平衡车无人机方向）,硬件,3-8千/月,9.5,8.0,3.0
深圳市科佰艺智能科技有限公司,2018-05-04 00:00:00,东莞-虎门镇,97338713,外贸业务员,硬件,3-8千/月,9.5,8.0,3.0
广州市长汇计算机科技有限公司,2018-05-04 00:00:00,东莞-莞城区,101336319,销售代表(无责任底薪+提成),硬件,0.4-1万/月,12.0,10.0,4.0
广州市长汇计算机科技有限公司,2018-05-04 00:00:00,东莞-莞城区,101450742,销售助理（双休）,硬件,3.5-5.5千/月,7.25,5.5,3.5
东莞市沃德精密机械有限公司,2018-05-04 00:00:00,东莞,55153550,电气技术员,硬件,4.5-6千/月,8.25,6.0,4.5
东莞辰达电器有限公司,2018-05-04 00:00:00,东莞,96472557,高级软件工程师,硬件,1-1.5万/月,20.0,15.0,10.0
东莞思成智能玩具有限公司,2018-05-04 00:00:00,东莞-万江区,90584648,电子工程师,硬件,5-6千/月,8.5,6.0,5.0
广东华中科技大学工业技术研究院,2018-05-04 00:00:00,东莞-松山湖区,99716322,嵌入式软件工程师(无人艇团队）,硬件,5-8千/月,10.5,8.0,5.0
广东华中科技大学工业技术研究院,2018-05-04 00:00:00,东莞-大岭山镇,95307231,电子工程师,硬件,6-8千/月,11.0,8.0,6.0
