company,create_time,job_city,job_id,job_name,key_word,salary,salary_avg,salary_max,salary_min
东莞市百达云图网络科技有限公司,2018-05-05 00:00:00,东莞-虎门镇,101421567,PHP开发工程师,PHP,6-8千/月,11.0,8.0,6.0
广东唐古拉文化创意有限公司,2018-05-05 00:00:00,东莞-莞城区,90617070,PHP开发工程师,PHP,4.5-6千/月,8.25,6.0,4.5
东莞市科锐网络科技有限公司,2018-05-05 00:00:00,东莞,98346536,PHP开发工程师招聘,PHP,6-8千/月,11.0,8.0,6.0
东莞商展控股有限公司,2018-05-05 00:00:00,东莞-南城区,101813113,PHP程序员/助理,PHP,4-6千/月,8.0,6.0,4.0
东莞市星脉软件科技有限公司,2018-05-05 00:00:00,东莞-南城区,101808429,PHP开发工程师(实习),PHP,3-6千/月,7.5,6.0,3.0
东莞市诚誉商务信息咨询有限公司,2018-05-05 00:00:00,东莞-南城区,98744458,PHP工程师（双休五险一金）,PHP,0.8-1万/月,14.0,10.0,8.0
东莞市天宇网络技术股份有限公司,2018-05-05 00:00:00,东莞,77938299,PHP程序员,PHP,6-8千/月,11.0,8.0,6.0
广东快客电子商务有限公司（KK馆）,2018-05-05 00:00:00,东莞,101235649,初级PHP工程师,PHP,4.5-8千/月,10.25,8.0,4.5
广东八块钱网络科技有限公司东莞分...,2018-05-05 00:00:00,东莞,92245429,PHP开发工程师,PHP,0.6-1万/月,13.0,10.0,6.0
广东尚睿网络技术有限公司,2018-05-05 00:00:00,东莞,101330211,PHP开发工程师,PHP,6-9千/月,12.0,9.0,6.0
东莞爱尔眼科医院有限公司,2018-05-05 00:00:00,东莞-东城区,69010591,网站PHP程序员,PHP,5-8千/月,10.5,8.0,5.0
东莞微音信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,97415187,PHP编程实习生,PHP,2-3千/月,4.0,3.0,2.0
东莞市千源社资产管理有限公司,2018-05-05 00:00:00,东莞,96750931,PHP程序员,PHP,4.5-6千/月,8.25,6.0,4.5
东莞市商二信息科技有限公司,2018-05-05 00:00:00,东莞-南城区,99094496,PHP开发主管,PHP,0.8-2万/月,24.0,20.0,8.0
东莞市易工信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101493270,PHP开发工程师,PHP,0.8-1.1万/月,15.0,11.0,8.0
广东如一商务服务有限公司,2018-05-05 00:00:00,东莞-东城区,101568208,PHP开发工程师,PHP,0.6-1万/月,13.0,10.0,6.0
东莞嘉言金品珠宝科技有限公司,2018-05-05 00:00:00,东莞,98138529,初级PHP开发工程师,PHP,4-7千/月,9.0,7.0,4.0
广东朝阳企讯通科技有限公司,2018-05-05 00:00:00,东莞-莞城区,70470737,PHP程序员,PHP,0.8-2万/月,24.0,20.0,8.0
东莞市奥马实业投资有限公司,2018-05-05 00:00:00,东莞-松山湖区,96709523,高级PHP工程师,PHP,1-1.5万/月,20.0,15.0,10.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,98727569,PHP工程师,PHP,1-1.5万/月,20.0,15.0,10.0
东莞市信发置业顾问有限公司,2018-05-05 00:00:00,东莞,97543096,PHP开发工程师,PHP,6-7.5千/月,10.5,7.5,6.0
东莞市蓝天电脑软件咨询有限公司,2018-05-05 00:00:00,东莞,97298208,PHP开发工程师,PHP,5-8千/月,10.5,8.0,5.0
东莞博力威电池有限公司,2018-05-05 00:00:00,东莞,99078034,PHP开发工程师,PHP,1-1.5万/月,20.0,15.0,10.0
广东万集电子商务科技有限公司,2018-05-05 00:00:00,东莞-长安镇,101729818,PHP程序员,PHP,4.5-6千/月,8.25,6.0,4.5
东莞市互越网络科技有限公司,2018-05-05 00:00:00,东莞-莞城区,101719642,PHP实习生,PHP,4.5-6千/月,8.25,6.0,4.5
深圳市佳创科技有限公司,2018-05-05 00:00:00,东莞-南城区,101691547,php开发工程师/程序员 双休 项目提成,PHP,4.5-6千/月,8.25,6.0,4.5
广东取货宝科技有限公司,2018-05-05 00:00:00,东莞-南城区,100259220,PHP开发员,PHP,0.6-1.2万/月,15.0,12.0,6.0
东莞市链讯信息科技有限公司,2018-05-05 00:00:00,东莞-南城区,99511450,PHP程序员,PHP,3-5千/月,6.5,5.0,3.0
东莞市邦邻信息科技有限公司,2018-05-05 00:00:00,东莞,88182540,php程序员,PHP,4.5-8千/月,10.25,8.0,4.5
广东腾正计算机科技有限公司,2018-05-05 00:00:00,东莞,70257126,php网络工程师,PHP,4.5-6千/月,8.25,6.0,4.5
广东文一朝阳集团有限公司,2018-05-04 00:00:00,东莞,101315326,PHP开发工程师（办公伙伴）,PHP,5-8千/月,10.5,8.0,5.0
东莞市佳爱网络科技有限公司,2018-05-05 00:00:00,东莞,99173050,Java开发工程师,Java,0.8-1万/月,14.0,10.0,8.0
达航电子(深圳）有限公司上海分公司,2018-05-04 00:00:00,东莞,95481659,PHP开发工程师,PHP,6-8千/月,11.0,8.0,6.0
东莞市承威机电科技有限公司,2018-05-05 00:00:00,东莞-茶山镇,101846484,Java开发工程师,Java,6-8千/月,11.0,8.0,6.0
东莞市博海网络科技有限公司,2018-05-04 00:00:00,东莞-南城区,92617913,php程序员,PHP,0.4-1万/月,12.0,10.0,4.0
东莞市科锐网络科技有限公司,2018-05-05 00:00:00,东莞,98346390,Java开发工程师,Java,6-8千/月,11.0,8.0,6.0
广东全诚信息科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,87429756,PHP研发工程师,PHP,1-1.5万/月,20.0,15.0,10.0
上海屹通信息科技发展有限公司,2018-05-05 00:00:00,东莞-东城区,101818147,Java开发工程师,Java,0.8-1.2万/月,16.0,12.0,8.0
广东亦强科技有限公司,2018-05-04 00:00:00,东莞-南城区,82200821,php开发工程师,PHP,1-1.6万/月,21.0,16.0,10.0
纬创软件（北京）有限公司,2018-05-05 00:00:00,异地招聘,101805951,Java中级开发工程师,Java,1-2万/月,25.0,20.0,10.0
广东酷乐互娱科技股份有限公司,2018-05-04 00:00:00,东莞,71900632,PHP工程师,PHP,0.8-1万/月,14.0,10.0,8.0
广东万维博通信息技术有限公司,2018-05-05 00:00:00,东莞-南城区,69899715,Java软件工程师,Java,6-8千/月,11.0,8.0,6.0
东莞市银众实业投资有限公司,2018-05-04 00:00:00,东莞-南城区,85150228,PHP开发工程师,PHP,4.5-6千/月,8.25,6.0,4.5
东莞市虹华软件科技有限公司,2018-05-05 00:00:00,东莞,100832058,.NET开发经理,.NET,1.5-2万/月,27.5,20.0,15.0
东莞微工坊计算机科技有限公司,2018-05-05 00:00:00,东莞-常平镇,101747328,Java开发工程师/后端/app,Java,0.4-1万/月,12.0,10.0,4.0
东莞市安昂五金机电有限公司,2018-05-04 00:00:00,东莞,82713038,PHP软件开发工程师,PHP,6-8千/月,11.0,8.0,6.0
东莞市宇众网络科技有限公司,2018-05-05 00:00:00,东莞,91126205,.NET软件研发工程师,.NET,6-8千/月,11.0,8.0,6.0
东莞马骝网络科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101770328,Java开发工程师,Java,0.4-1.5万/月,17.0,15.0,4.0
广州市房掌柜网络技术有限公司,2018-05-04 00:00:00,东莞-东城区,53525861,PHP程序员,PHP,0.6-1万/月,13.0,10.0,6.0
旺盈印刷集团（国际）有限公司,2018-05-05 00:00:00,东莞-东城区,101671225,.NET高级开发工程师,.NET,1.5-2千/月,2.75,2.0,1.5
东莞弘驰智能技术有限公司,2018-05-05 00:00:00,东莞,101746188,Java高级开发工程师,Java,1.5-2万/月,27.5,20.0,15.0
东莞神州集运商务服务有限公司,2018-05-04 00:00:00,东莞-虎门镇,101250762,PHP开发工程师 /PHP程序员,PHP,4.5-6千/月,8.25,6.0,4.5
维希艾防锈新材料（上海）有限公司,2018-05-05 00:00:00,东莞,100833406,.net软件开发工程师,.NET,0.8-1万/月,14.0,10.0,8.0
东莞捷荣技术股份有限公司,2018-05-05 00:00:00,东莞-长安镇,92362843,Java开发工程师,Java,1-1.5万/月,20.0,15.0,10.0
东莞市乔科化学有限公司,2018-05-04 00:00:00,东莞-大朗镇,84357241,PHP开发工程师/网站开发,PHP,0.5-1万/月,12.5,10.0,5.0
东莞市商达软件开发有限公司,2018-05-05 00:00:00,东莞-樟木头镇,100427879,.NET开发工程师,.NET,0.6-1万/月,13.0,10.0,6.0
东莞车贷宝网络科技有限公司,2018-05-05 00:00:00,东莞-东城区,83824524,Java工程师,Java,0.6-1万/月,13.0,10.0,6.0
中驰保险代理（北京）有限公司广东...,2018-05-04 00:00:00,东莞,98231361,PHP开发工程师,PHP,0.8-1万/月,14.0,10.0,8.0
广州中浩控制技术有限公司,2018-05-05 00:00:00,东莞,93946801,C#.NET高级软件开发工程师,.NET,1-2万/月,25.0,20.0,10.0
东莞市速成信息科技有限公司,2018-05-05 00:00:00,东莞,71569166,JAVA项目经理,Java,0.8-1.3万/月,17.0,13.0,8.0
广东菁汇信息科技有限公司,2018-05-04 00:00:00,东莞-莞城区,99892712,PHP开发工程师,PHP,0.6-1万/月,13.0,10.0,6.0
东莞市创拓信息科技有限公司,2018-05-05 00:00:00,东莞-莞城区,100636941,.NET开发工程师,.NET,6-8千/月,11.0,8.0,6.0
广东鸿发投资集团有限公司,2018-05-05 00:00:00,东莞,98761376,Java开发工程师,Java,0.8-1万/月,14.0,10.0,8.0
东莞市快捷资产管理有限公司,2018-05-04 00:00:00,东莞-南城区,94585529,PHP开发工程师,PHP,0.6-1.5万/月,18.0,15.0,6.0
东莞市龙信数码科技有限公司,2018-05-05 00:00:00,东莞,51490891,常驻黄江镇政府                       .NET工程师,.NET,5-8千/月,10.5,8.0,5.0
深圳市倍多金互联网金融服务有限公司,2018-05-05 00:00:00,东莞,100485282,Java开发工程师,Java,0.8-1万/月,14.0,10.0,8.0
盟大集团,2018-05-04 00:00:00,东莞,57534674,php工程师 (CY24-1),PHP,0.8-1万/月,14.0,10.0,8.0
东莞市速微网络科技有限公司,2018-05-05 00:00:00,东莞,94175711,.NET开发工程师,.NET,1-3万/月,35.0,30.0,10.0
广东法瑞纳科技有限公司,2018-05-05 00:00:00,东莞,85598935,高级Java开发工程师,Java,1-1.5万/月,20.0,15.0,10.0
东莞市鸿阁丰信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,99972423,PHP开发工程师,PHP,0.5-1.2万/月,14.5,12.0,5.0
东莞市扬网软件有限公司,2018-05-05 00:00:00,东莞-厚街镇,99032844,.NET开发工程师,.NET,6-8千/月,11.0,8.0,6.0
东莞德永佳纺织制衣有限公司,2018-05-05 00:00:00,东莞-麻涌镇,96469755,Java工程师,Java,6.5-9千/月,12.25,9.0,6.5
广东迈客风信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,86792946,PHP工程师,PHP,0.6-1.2万/月,15.0,12.0,6.0
广东携手物流科技有限公司,2018-05-05 00:00:00,东莞,100855934,.NET工程师（南城，高薪，急聘）,.NET,0.8-1.4万/月,18.0,14.0,8.0
广东巴金斯科技有限公司,2018-05-05 00:00:00,东莞,84000395,java前端工程师,Java,0.6-1万/月,13.0,10.0,6.0
广东米可信息技术有限公司,2018-05-04 00:00:00,东莞-南城区,100376197,php程序员,PHP,0.8-1万/月,14.0,10.0,8.0
东莞市瑞峰优慧垛实业投资有限公司,2018-05-05 00:00:00,东莞,85828902,.NET开发工程师,.NET,0.8-1.5万/月,19.0,15.0,8.0
东莞市达内软件有限公司东城分公司,2018-05-05 00:00:00,东莞-东城区,95532288,上市公司Java带班老师,Java,4.5-6千/月,8.25,6.0,4.5
广东众来达资产管理有限公司,2018-05-04 00:00:00,东莞,86884480,PHP开发工程师,PHP,7-9千/月,12.5,9.0,7.0
广东鸿太升软件科技有限公司,2018-05-05 00:00:00,东莞,86456209,ASP.NET高级软件工程师,.NET,0.8-1.5万/月,19.0,15.0,8.0
东莞市福华健康管理股份有限公司,2018-05-05 00:00:00,东莞-南城区,95007768,Java开发工程师,Java,4-8千/月,10.0,8.0,4.0
广东欧工软装设计配套有限公司,2018-05-05 00:00:00,东莞,92936351,JAVA开发工程师,Java,1-1.5万/月,20.0,15.0,10.0
东莞市虹华软件科技有限公司,2018-05-05 00:00:00,东莞,80406943,C#软件工程师(高薪急聘),C#,1-1.5万/月,20.0,15.0,10.0
东莞快创信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,75087385,PHP,PHP,4-8千/月,10.0,8.0,4.0
东宝信息技术有限公司,2018-05-05 00:00:00,东莞,55487899,.net开发工程师 急聘,.NET,0.8-1.5万/月,19.0,15.0,8.0
东莞高伟光学电子有限公司,2018-05-05 00:00:00,东莞,78783127,JAVA开发ERP,Java,0.8-1万/月,14.0,10.0,8.0
深圳市创能瑞源电子有限公司,2018-05-05 00:00:00,东莞,92313215,"外贸业务员，B2B, B2C,Amazon,等",C#,3-6千/月,7.5,6.0,3.0
东莞市越也服饰有限公司,2018-05-05 00:00:00,东莞-虎门镇,100760679,C#/.net开发工程师,.NET,0.8-1.5万/月,19.0,15.0,8.0
东宝信息技术有限公司,2018-05-05 00:00:00,东莞,89643348,JAVA架构师,Java,1.5-2万/月,27.5,20.0,15.0
东莞市超耀光电有限公司,2018-05-05 00:00:00,东莞-寮步镇,101845516,C++/C#软件工程师,C#,1-1.5万/月,20.0,15.0,10.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79205717,.net工程师,.NET,0.6-1.5万/月,18.0,15.0,6.0
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,东莞-东城区,85719380,高级java开发工程师,Java,1-1.5万/月,20.0,15.0,10.0
东莞市科锐网络科技有限公司,2018-05-05 00:00:00,东莞,99933821,C++高级工程师,C#,0.8-1万/月,14.0,10.0,8.0
东莞市易工信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101234048,C# .NET开发工程师,.NET,0.8-1.1万/月,15.0,11.0,8.0
东莞威邦贸易有限公司,2018-05-05 00:00:00,东莞-大岭山镇,100432633,Java开发工程师,Java,5-8千/月,10.5,8.0,5.0
东莞桥信电子商务有限公司,2018-05-05 00:00:00,东莞-南城区,101837128,B2C电子商务专员,C#,6-8千/月,11.0,8.0,6.0
惠州市力信电子有限公司,2018-05-05 00:00:00,异地招聘,97653978,IT（.net ）工程师,.NET,4-8千/月,10.0,8.0,4.0
广东巨细信息科技有限公司,2018-05-05 00:00:00,东莞,79297059,Java工程师,Java,1-1.5万/月,20.0,15.0,10.0
东莞市星蓝信息科技有限公司,2018-05-05 00:00:00,东莞,101258704,应届毕业生（C#开发方向）,C#,3-6千/月,7.5,6.0,3.0
番禺得意精密电子工业有限公司,2018-05-05 00:00:00,异地招聘,97555778,.NET开发工程师,.NET,0.8-1.2万/月,16.0,12.0,8.0
东莞嘉言金品珠宝科技有限公司,2018-05-05 00:00:00,异地招聘,98151072,初级Java开发工程师,Java,4.5-9千/月,11.25,9.0,4.5
广州中浩控制技术有限公司,2018-05-05 00:00:00,东莞,93946801,C#.NET高级软件开发工程师,C#,1-2万/月,25.0,20.0,10.0
东莞市耐萨斯自动化科技有限公司,2018-05-05 00:00:00,东莞-长安镇,98727953,.NET开发工程师,.NET,1-1.5万/月,20.0,15.0,10.0
东莞团诚自动化设备有限公司,2018-05-05 00:00:00,东莞-东城区,93311008,.NET开发工程师,.NET,0.7-1万/月,13.5,10.0,7.0
广东大地通讯连锁服务有限公司,2018-05-05 00:00:00,东莞-东城区,55836080,Java软件工程师,Java,4-8千/月,10.0,8.0,4.0
东莞市玫瑰公主化妆用具有限公司,2018-05-05 00:00:00,东莞-塘厦镇,99825237,亚马逊销售 amazon专员 外贸B2C业务员,C#,6-8千/月,11.0,8.0,6.0
维拓客科技（深圳）有限公司,2018-05-05 00:00:00,东莞-南城区,92221436,C#开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
旭丽电子(东莞)有限公司,2018-05-05 00:00:00,东莞-石碣镇,94684566,.NET开发工程师,.NET,0.9-1万/月,14.5,10.0,9.0
东莞铭基电子科技集团有限公司,2018-05-05 00:00:00,东莞,93306311,.NET开发工程师,.NET,1-1.5万/月,20.0,15.0,10.0
东莞铭丰包装有限公司,2018-05-05 00:00:00,东莞-万江区,99641019,JAVA / C# 软件开发工程师,Java,4-8千/月,10.0,8.0,4.0
东莞市联和信息技术有限公司,2018-05-05 00:00:00,东莞-莞城区,99082908,Java开发工程师,Java,0.8-1.5万/月,19.0,15.0,8.0
瓜子二手车,2018-05-05 00:00:00,东莞,96896336,二手车高级销售顾问（C2C）,C#,0.4-1万/月,12.0,10.0,4.0
东莞市珠峰信息科技有限公司,2018-05-05 00:00:00,东莞-南城区,76472076,外贸经理（跨境B2C德语类）,C#,0.8-1万/月,14.0,10.0,8.0
东莞市固达机械制造有限公司,2018-05-05 00:00:00,东莞-松山湖区,97417273,asp.net c# 高级开发工程师,.NET,0.7-1.1万/月,14.5,11.0,7.0
广东大榕树信息科技有限公司,2018-05-05 00:00:00,东莞,87439626,Java开发工程师,Java,0.6-1万/月,13.0,10.0,6.0
东莞市蓝天电脑软件咨询有限公司,2018-05-05 00:00:00,东莞,66048393,java软件工程师,Java,0.7-2万/月,23.5,20.0,7.0
东莞市大显光照明科技有限公司,2018-05-05 00:00:00,东莞-樟木头镇,77337845,亚马逊平台B2C外贸业务,C#,4-6千/月,8.0,6.0,4.0
广西南宁青云微笙科技有限公司,2018-05-05 00:00:00,异地招聘,101680837,.NET开发工程师,.NET,0.6-1万/月,13.0,10.0,6.0
东莞市创慧教育信息科技有限公司,2018-05-05 00:00:00,东莞-南城区,101680087,.NET高级开发工程师,.NET,0.6-3万/月,33.0,30.0,6.0
钻石世家国际珠宝有限公司,2018-05-05 00:00:00,东莞-南城区,74660337,JAVA软件工程师,Java,0.8-1万/月,14.0,10.0,8.0
山东威林科电子工程有限公司,2018-05-05 00:00:00,异地招聘,101152657,Java开发工程师,Java,1.5-4.5万/月,52.5,45.0,15.0
东莞市扬网软件有限公司,2018-05-05 00:00:00,东莞-厚街镇,98694123,asp.net（C#）软件工程师,C#,6-8千/月,11.0,8.0,6.0
东莞昆盈电脑制品有限公司,2018-05-05 00:00:00,东莞,99991084,高级Windows C/C++软件工程师,C#,1.5-2.5万/月,32.5,25.0,15.0
东莞市通天星软件科技有限公司,2018-05-05 00:00:00,东莞,93126072,.NET开发工程师,.NET,0.8-1万/月,14.0,10.0,8.0
湖南玖零教育科技有限公司,2018-05-05 00:00:00,东莞-长安镇,91572163,.NET开发工程师,.NET,1-1.5万/月,20.0,15.0,10.0
广东航康信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101724078,Java工程师,Java,1-1.5万/月,20.0,15.0,10.0
东莞永生商标印刷有限公司,2018-05-05 00:00:00,东莞-东坑镇,98753418,C#开发专员,C#,1-1.5万/月,20.0,15.0,10.0
深圳市宇阳科技发展有限公司,2018-05-04 00:00:00,东莞-凤岗镇,100744664,.NET开发工程师,.NET,0.8-1万/月,14.0,10.0,8.0
深圳市佳创科技有限公司,2018-05-05 00:00:00,东莞-南城区,101700980,java开发工程师(双休+奖金),Java,0.8-1万/月,14.0,10.0,8.0
东莞市越也服饰有限公司,2018-05-05 00:00:00,东莞-虎门镇,100760679,C#/.net开发工程师,C#,0.8-1.5万/月,19.0,15.0,8.0
东莞市清溪医院,2018-05-04 00:00:00,东莞,76746752,ASP.NET工程师,.NET,0.8-1.2万/月,16.0,12.0,8.0
湖南玖零教育科技有限公司,2018-05-05 00:00:00,东莞-长安镇,100214239,Java开发工程师,Java,1-1.5万/月,20.0,15.0,10.0
广东建邦计算机软件股份有限公司,2018-05-05 00:00:00,异地招聘,101040706,C++开发工程师,C#,0.8-1万/月,14.0,10.0,8.0
东莞市润衡关务信息技术有限公司,2018-05-05 00:00:00,东莞,79205781,c#工程师,C#,0.6-1.5万/月,18.0,15.0,6.0
广东易昂普软件信息有限公司,2018-05-04 00:00:00,东莞,74894334,ASP.NET 工程师,.NET,0.8-1.2万/月,16.0,12.0,8.0
东莞市触点网络信息科技有限公司,2018-05-04 00:00:00,东莞,99138608,.NET开发工程师,.NET,6-8千/月,11.0,8.0,6.0
东莞市通天星软件科技有限公司,2018-05-05 00:00:00,东莞,93126221,Java高级软件工程师,Java,1-1.5万/月,20.0,15.0,10.0
广东盛世商潮网络科技有限公司,2018-05-05 00:00:00,东莞,99004697,跨境电商b2c副经理,C#,1-2万/月,25.0,20.0,10.0
广东小树互联网投资发展有限公司,2018-05-04 00:00:00,东莞-莞城区,98056956,.NET工程师,.NET,6-8千/月,11.0,8.0,6.0
东莞市杰诺软件科技有限公司,2018-05-04 00:00:00,东莞,100402457,.NET开发工程师,.NET,0.6-2万/月,23.0,20.0,6.0
广东巨龙信息技术有限公司,2018-05-05 00:00:00,东莞,88481214,高级Java软件开发工程师,Java,0.8-1万/月,14.0,10.0,8.0
东莞市亿洲胶粘制品有限公司,2018-05-05 00:00:00,东莞-长安镇,77209539,Java程序员,Java,0.8-1万/月,14.0,10.0,8.0
东莞市易工信息科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,101234048,C# .NET开发工程师,C#,0.8-1.1万/月,15.0,11.0,8.0
东莞市彤光电子科技有限公司,2018-05-05 00:00:00,东莞,73889626,C++软件工程师,C#,0.8-1.5万/月,19.0,15.0,8.0
东莞市百佳玛丽亚妇产医院有限公司,2018-05-04 00:00:00,东莞-南城区,97923673,C# asp.net WEB移动应用开发工程师,.NET,0.8-1万/月,14.0,10.0,8.0
广州杰日鲜果汁食品有限公司,2018-05-04 00:00:00,东莞-万江区,101131108,初级软件工程师java可实习+双休+五险一金,Java,4.5-6千/月,8.25,6.0,4.5
广东迪捷运动科技有限公司,2018-05-05 00:00:00,东莞-南城区,98757939,B2C推广专员,C#,6-8千/月,11.0,8.0,6.0
东莞市纳声电子设备科技有限公司,2018-05-05 00:00:00,东莞-松山湖区,98098434,TYPE-C销售工程师/业务员,C#,4.5-6千/月,8.25,6.0,4.5
广东大普通信技术有限公司,2018-05-04 00:00:00,东莞,100183859,.net高级软件开发工程师,.NET,1.5-2万/月,27.5,20.0,15.0
国信京安国际投资控股（深圳）有限...,2018-05-04 00:00:00,东莞-南城区,100476946,初级.net开发工程师,.NET,0.8-1万/月,14.0,10.0,8.0
深圳华星恒泰泵阀有限公司,2018-05-04 00:00:00,东莞-茶山镇,99382446,Java开发工程师,Java,0.8-1.5万/月,19.0,15.0,8.0
东莞嘉言金品珠宝科技有限公司,2018-05-05 00:00:00,异地招聘,98151829,C++开发工程师,C#,0.8-2万/月,24.0,20.0,8.0
大连东软思维科技发展有限公司,2018-05-04 00:00:00,东莞,101391555,.NET开发工程师,.NET,0.8-1万/月,14.0,10.0,8.0
大同机械集团,2018-05-04 00:00:00,东莞,101130045,.NET工程师,.NET,4-7千/月,9.0,7.0,4.0
东莞市软舰信息技术咨询有限公司,2018-05-04 00:00:00,东莞,74594981,JAVA讲师,Java,1-1.5万/月,20.0,15.0,10.0
珠海市新德汇信息技术有限公司,2018-05-04 00:00:00,东莞,86791569,Java开发工程师,Java,0.6-1.2万/月,15.0,12.0,6.0
宝力机械有限公司,2018-05-05 00:00:00,东莞,82835057,C++软件开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
东莞铭丰包装有限公司,2018-05-05 00:00:00,东莞-万江区,99641019,JAVA / C# 软件开发工程师,C#,4-8千/月,10.0,8.0,4.0
广东正明检测技术有限公司,2018-05-04 00:00:00,东莞-东城区,101300129,ASP.NET开发工程师,.NET,5-8千/月,10.5,8.0,5.0
广东小树互联网投资发展有限公司,2018-05-04 00:00:00,东莞-莞城区,99356654,Java开发工程师,Java,0.8-1.5万/月,19.0,15.0,8.0
东莞市固达机械制造有限公司,2018-05-05 00:00:00,东莞-松山湖区,97417273,asp.net c# 高级开发工程师,C#,0.7-1.1万/月,14.5,11.0,7.0
乐依文半导体（东莞）有限公司,2018-05-04 00:00:00,东莞,83541835,.NET开发工程师,.NET,0.8-1万/月,14.0,10.0,8.0
广东三正集团有限公司,2018-05-04 00:00:00,东莞-塘厦镇,94468568,Java开发工程师,Java,1.2-2.5万/月,31.0,25.0,12.0
深圳市清日信息咨询有限公司,2018-05-05 00:00:00,东莞,96812353,C++软件工程师-10至15K-东莞科技园,C#,1-1.5万/月,20.0,15.0,10.0
嘉特纳幕墙（上海）有限公司东莞分...,2018-05-04 00:00:00,东莞-莞城区,95906053,C&B officer/ 薪酬福利专员,C#,0.6-1万/月,13.0,10.0,6.0
广州碧软信息科技有限公司,2018-05-04 00:00:00,东莞,96974093,C#.net开发,.NET,0.8-1.2万/月,16.0,12.0,8.0
东莞市天鑫网络科技开发有限公司,2018-05-04 00:00:00,东莞,99748482,.NET(C#)高级软件工程师,.NET,0.6-1.5万/月,18.0,15.0,6.0
广东开普云信息科技股份有限公司,2018-05-04 00:00:00,东莞,78047422,高级软件工程师(java),Java,8-13万/年,14.17,10.833333333333334,6.666666666666667
光大商业集团,2018-05-04 00:00:00,东莞-南城区,89118177,Java高级开发工程师,Java,0.5-1.2万/月,14.5,12.0,5.0
广东途安信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,100356821,java工程师,Java,6-8千/月,11.0,8.0,6.0
东莞市久零玲服饰有限公司,2018-05-04 00:00:00,东莞,90438006,阿里巴巴B2B B2C 外贸业务员 aliexpress 外贸跟单,C#,4-6千/月,8.0,6.0,4.0
东莞市安达发网络信息技术有限公司,2018-05-04 00:00:00,东莞,98716120,C#程序员,C#,1-1.5万/月,20.0,15.0,10.0
东莞市清溪医院,2018-05-04 00:00:00,东莞,76747248,C#软件工程师,C#,0.8-1.2万/月,16.0,12.0,8.0
广东数夫家具软件有限公司,2018-05-04 00:00:00,东莞,92048566,后端高级开发工程师（.NET方向）,.NET,1.5-3万/月,37.5,30.0,15.0
东莞捷盛电子有限公司,2018-05-04 00:00:00,东莞,93265570,IT.NET工程师,.NET,1.2-1.5万/月,21.0,15.0,12.0
群光电子（东莞）有限公司,2018-05-04 00:00:00,东莞,93756712,SAP/JAVA工程师,Java,4.5-6千/月,8.25,6.0,4.5
广东全诚信息科技有限公司,2018-05-04 00:00:00,东莞-松山湖区,83890183,JAVA开发工程师,Java,0.8-1万/月,14.0,10.0,8.0
广东鸿联九五信息产业有限公司,2018-05-04 00:00:00,东莞-寮步镇,94105666,移动10086c纯接听客服,C#,3.5-5.8千/月,7.55,5.8,3.5
广东易昂普软件信息有限公司,2018-05-04 00:00:00,东莞,95671161,C#/NET工程师,C#,0.8-1.2万/月,16.0,12.0,8.0
广东迈客风信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,90870854,.NET开发工程师,.NET,0.6-1.2万/月,15.0,12.0,6.0
蓝鸽集团有限公司,2018-05-04 00:00:00,异地招聘,97487133,C#/.NET软件工程师,.NET,0.8-1.4万/月,18.0,14.0,8.0
广东信丰物流有限公司,2018-05-04 00:00:00,东莞-虎门镇,89267219,C#高级开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
东莞科曼利智控有限公司,2018-05-04 00:00:00,东莞-万江区,85705920,.NET开发工程师,.NET,0.6-1.2万/月,15.0,12.0,6.0
东莞快创信息科技有限公司,2018-05-04 00:00:00,东莞-南城区,97205106,.NET研发工程师,.NET,0.8-2万/月,24.0,20.0,8.0
东莞隽思印刷有限公司,2018-05-04 00:00:00,东莞,56841313,C#软件开发工程师,C#,4.5-6千/月,8.25,6.0,4.5
东莞正扬电子机械有限公司,2018-05-03 00:00:00,异地招聘,91447253,asp.net（C#）软件工程师,.NET,0.8-1.6万/月,20.0,16.0,8.0
天鸿志(北京)科技有限公司,2018-05-04 00:00:00,异地招聘,88603363,高级C开发工程师,C#,1-1.5万/月,20.0,15.0,10.0
东莞市以纯集团有限公司,2018-05-04 00:00:00,东莞,63698571,C#程序员,C#,1-2万/月,25.0,20.0,10.0
